GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3010G035900	Uncharacterized protein	OS06G0146800 PROTEIN (PTHR46610:SF14)					10	2888415	2890086	4.585995e-09	1	0.429194	1	PA
SORBI_3001G257100	Protein BIG GRAIN 1-like	PROTEIN BIG GRAIN 1-LIKE (PTHR33541:SF9)			auxin-activated signaling pathway(GO:0009734)	plasma membrane(GO:0005886)	1	30174134	30175896	5.33415e-09	2	0.903397	1	Sum_PE_over_PS_log10ratio
SORBI_3001G257200	TFA2 Winged helix domain-containing protein	TFA2 WINGED HELIX DOMAIN-CONTAINING PROTEIN (PTHR12716:SF16)	general transcription factor(PC00259)	TFIIH-class transcription factor complex binding(GO:0001097);RNA polymerase II general transcription initiation factor activity(GO:0016251)	transcription initiation at RNA polymerase II promoter(GO:0006367)	transcription factor TFIIE complex(GO:0005673)	1	30324896	30327567	5.33415e-09	2	0.816895	1	Sum_PE_over_PS_log10ratio
SORBI_3001G266600	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	BIFUNCTIONAL INHIBITOR_PLANT LIPID TRANSFER PROTEIN_SEED STORAGE HELICAL DOMAIN-CONTAINING PROTEIN (PTHR33286:SF26)					1	50789942	50791083	5.416222e-09	1	0.657276	2	Sum_AEG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio
SORBI_3001G267000	Uncharacterized protein						1	50855002	50863150	5.416222e-09	1	0.955602	2	Sum_AEG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio
SORBI_3001G267050	Uncharacterized protein						1	50856550	50857098	5.416222e-09	1	0.607607	2	Sum_AEG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio
SORBI_3001G267100	Amino acid transporter transmembrane domain-containing protein	AUXIN TRANSPORTER-LIKE PROTEIN 3 (PTHR48017:SF127)				membrane(GO:0016020)	1	50888462	50892783	5.416222e-09	1	0.684157	2	Sum_AEG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio
SORBI_3001G254000	SUT3	SUCROSE TRANSPORT PROTEIN SUT3 (PTHR19432:SF39)	secondary carrier transporter(PC00258)	sucrose transmembrane transporter activity(GO:0008515)	sucrose metabolic process(GO:0005985);sucrose transport(GO:0015770)	plasma membrane(GO:0005886)	1	28196913	28200621	5.652924e-09	1	0.482669	1	Sum_AEG_over_PS_log10ratio
SORBI_3001G254150	Uncharacterized protein						1	28266497	28268619	5.652924e-09	1	0.401704	1	Sum_AEG_over_PS_log10ratio
SORBI_3001G254200	F-box domain-containing protein	F-BOX_KELCH-REPEAT PROTEIN SKIP11 (PTHR46122:SF24)	oxidase(PC00175)			nucleus(GO:0005634)	1	28465427	28472547	5.652924e-09	1	0.486724	1	Sum_AEG_over_PS_log10ratio
SORBI_3001G254300	Gfo_Idh_MocA-like oxidoreductase N-terminal domain-containing protein	OXIDOREDUCTASE (PTHR46368:SF9)		nucleotide binding(GO:0000166)			1	28472869	28475678	5.652924e-09	1	0.486724	1	Sum_AEG_over_PS_log10ratio
SORBI_3001G254400	Gfo_Idh_MocA-like oxidoreductase N-terminal domain-containing protein	OS10G0403700 PROTEIN (PTHR46368:SF4)		nucleotide binding(GO:0000166)			1	28476069	28479416	5.652924e-09	1	0.482669	1	Sum_AEG_over_PS_log10ratio
SORBI_3001G258500	GDSL esterase_lipase	OS10G0393700 PROTEIN (PTHR22835:SF544)		hydrolase activity, acting on ester bonds(GO:0016788)			1	30701509	30702384	5.79518e-09	1	0.788282	3	Sum_DGDG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio; Sum_MGDG_over_PS_log10ratio
SORBI_3001G258600	GDSL esterase_lipase	OS10G0393700 PROTEIN (PTHR22835:SF544)		hydrolase activity, acting on ester bonds(GO:0016788)			1	30823978	30827070	5.79518e-09	1	0.679549	3	Sum_DGDG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio; Sum_MGDG_over_PS_log10ratio
SORBI_3001G259000	Translation initiation factor eIF-2B beta subunit	TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT BETA (PTHR45859:SF1)	translation initiation factor(PC00224)	translation initiation factor activity(GO:0003743);guanyl-nucleotide exchange factor activity(GO:0005085)	translational initiation(GO:0006413)	cytosol(GO:0005829);eukaryotic translation initiation factor 2B complex(GO:0005851);cytoplasmic stress granule(GO:0010494)	1	31003967	31011085	5.79518e-09	1	0.62641	3	Sum_DGDG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio; Sum_MGDG_over_PS_log10ratio
SORBI_3001G259200	Glycosyltransferase	GLYCOSYLTRANSFERASE (PTHR11926:SF1556)	transferase(PC00220)	UDP-glycosyltransferase activity(GO:0008194)			1	31017423	31019687	5.79518e-09	1	0.777701	3	Sum_DGDG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio; Sum_MGDG_over_PS_log10ratio
SORBI_3001G259250	Uncharacterized protein						1	31022513	31023498	5.79518e-09	1	0.763494	3	Sum_DGDG_over_PS_log10ratio; Sum_GalCer_over_PS_log10ratio; Sum_MGDG_over_PS_log10ratio
SORBI_3007G085800	Terpene cyclase_mutase family member	TERPENE CYCLASE_MUTASE FAMILY MEMBER (PTHR11764:SF39)	cyclase(PC00079)	intramolecular transferase activity(GO:0016866)	triterpenoid biosynthetic process(GO:0016104)	lipid droplet(GO:0005811)	7	10938350	10971554	6.338239e-09	1	0.624362	1	Sum_SQDG_over_TG_log10ratio
