GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3004G006966	Uncharacterized protein	DENEDDYLASE (PTHR35694:SF1)					4	592551	597048	7.073687e-16	58	0.836334	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007032	Uncharacterized protein						4	616824	618511	7.073687e-16	58	0.82695	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007100	Uncharacterized protein						4	618536	624413	7.073687e-16	59	0.856055	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007133	FACT complex subunit	FACT COMPLEX SUBUNIT SPT16 (PTHR13980:SF15)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	ATP binding(GO:0005524);nucleosome binding(GO:0031491)	DNA repair(GO:0006281);nucleosome disassembly(GO:0006337);regulation of DNA-templated transcription elongation(GO:0032784)	nucleus(GO:0005634);chromosome(GO:0005694);FACT complex(GO:0035101)	4	625847	638342	7.073687e-16	59	0.886539	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007200	Secreted protein						4	637861	642805	7.073687e-16	58	0.886733	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007300	Uncharacterized protein						4	646027	651065	7.073687e-16	58	0.817293	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007400	CCT domain-containing protein					nucleus(GO:0005634)	4	659396	662379	7.073687e-16	58	0.811779	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007500	Uncharacterized protein	INACTIVE LINOLENATE HYDROPEROXIDE LYASE-RELATED (PTHR24286:SF49)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);allene oxide synthase activity(GO:0009978);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);lyase activity(GO:0016829);heme binding(GO:0020037)			4	665105	667038	7.073687e-16	63	0.980904	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007600	Glycosyltransferase	BETA-1,2-XYLOSYLTRANSFEREASE XAX1 (PTHR20961:SF27)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757);pentosyltransferase activity(GO:0016763);UDP-xylosyltransferase activity(GO:0035252)	plant-type cell wall organization(GO:0009664)	Golgi membrane(GO:0000139)	4	678310	681085	7.073687e-16	7	0.570501	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G007800	Protein kinase domain-containing protein	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE NCRK (PTHR27001:SF782)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);GTPase binding(GO:0051020)		endosome(GO:0005768);plasma membrane(GO:0005886);endosome membrane(GO:0010008);endomembrane system(GO:0012505)	4	689918	693989	7.073687e-16	8	0.638255	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G008300	aldehyde oxygenase (deformylating)	ALDEHYDE OXYGENASE (DEFORMYLATING) (PTHR11863:SF152)	oxidase(PC00175)	iron ion binding(GO:0005506);aldehyde oxygenase (deformylating) activity(GO:0071771);sphingolipid C4-monooxygenase activity(GO:0102772)	lipid biosynthetic process(GO:0008610)	endoplasmic reticulum membrane(GO:0005789)	4	733525	734761	7.073687e-16	7	0.786585	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G008400	Ribosomal protein L37	RIBOSOMAL PROTEIN L37 (PTHR10768:SF43)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000448);translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625)	4	737647	740142	7.073687e-16	8	0.810899	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G008500	Uncharacterized protein						4	740912	742790	7.073687e-16	8	0.828582	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G008800	aldehyde oxygenase (deformylating)	ALDEHYDE OXYGENASE (DEFORMYLATING) (PTHR11863:SF152)	oxidase(PC00175)	iron ion binding(GO:0005506);aldehyde oxygenase (deformylating) activity(GO:0071771);sphingolipid C4-monooxygenase activity(GO:0102772)	lipid biosynthetic process(GO:0008610)	endoplasmic reticulum membrane(GO:0005789)	4	763419	764817	7.073687e-16	8	0.776756	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G008900	aldehyde oxygenase (deformylating)	ALDEHYDE OXYGENASE (DEFORMYLATING) (PTHR11863:SF152)	oxidase(PC00175)	iron ion binding(GO:0005506);aldehyde oxygenase (deformylating) activity(GO:0071771);sphingolipid C4-monooxygenase activity(GO:0102772)	lipid biosynthetic process(GO:0008610)	endoplasmic reticulum membrane(GO:0005789)	4	769869	771113	7.073687e-16	8	0.802923	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G009000	Uncharacterized protein	OS02G0111900 PROTEIN (PTHR47957:SF2)		nucleic acid binding(GO:0003676);ATP binding(GO:0005524);3'-5' DNA helicase activity(GO:0043138)	nucleotide-excision repair(GO:0006289)	nucleus(GO:0005634)	4	771148	774672	7.073687e-16	8	0.757661	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G009100	Protein FAM32A-like	PROTEIN FAM32A (PTHR13282:SF6)				nucleolus(GO:0005730)	4	777269	780862	7.073687e-16	8	0.776756	13	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PC_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_FA_over_TG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G087000	Uncharacterized protein	TRANSMEMBRANE PROTEIN 214 (PTHR13448:SF0)				endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789)	3	7543557	7549750	1.407619e-15	38	0.842978	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G087100	Protein MAO HUZI 4, chloroplastic	PROTEIN ABA DEFICIENT 4, CHLOROPLASTIC (PTHR34543:SF1)			abscisic acid biosynthetic process(GO:0009688);xanthophyll biosynthetic process(GO:0016123)	chloroplast envelope(GO:0009941)	3	7549923	7551848	1.407619e-15	38	0.854488	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G087200	Aspergillus nuclease S1	ASPERGILLUS NUCLEASE S1 (PTHR33146:SF21)		single-stranded DNA endonuclease activity(GO:0000014);nucleic acid binding(GO:0003676);endonuclease activity(GO:0004519);RNA endonuclease activity(GO:0004521);hydrolase activity, acting on ester bonds(GO:0016788)	DNA catabolic process(GO:0006308)		3	7551917	7555947	1.407619e-15	38	0.966049	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G087600	Uncharacterized protein	TRANSCRIPTION FACTOR MYB62 (PTHR45675:SF30)	homeodomain transcription factor(PC00119)	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	3	7603608	7606601	1.407619e-15	38	0.675054	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088200	NAD-dependent epimerase_dehydratase domain-containing protein	TETRAKETIDE ALPHA-PYRONE REDUCTASE 2 (PTHR10366:SF503)	dehydratase(PC00091)				3	7663763	7665433	1.407619e-15	37	0.643945	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088300	Uncharacterized protein	TRANSCRIPTION FACTOR MYB90 (PTHR47999:SF24)	homeodomain transcription factor(PC00119)			nucleus(GO:0005634)	3	7665547	7667121	1.407619e-15	19	0.518643	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088400	Bowman-Birk serine protease inhibitors family domain-containing protein	BOWMAN-BIRK TYPE WOUND-INDUCED PROTEINASE INHIBITOR WIP1 (PTHR37378:SF8)		serine-type endopeptidase inhibitor activity(GO:0004867)		extracellular region(GO:0005576)	3	7689356	7690085	1.407619e-15	11	0.551647	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088600	Factor of DNA methylation 1-5_IDN2 domain-containing protein	FACTOR OF DNA METHYLATION 1-RELATED (PTHR21596:SF3)	endoribonuclease(PC00094)		regulatory ncRNA-mediated gene silencing(GO:0031047);gene silencing by siRNA-directed DNA methylation(GO:0080188)		3	7709903	7719934	1.407619e-15	38	1	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088700	Uncharacterized protein						3	7724238	7726221	1.407619e-15	38	0.99034	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088800	Plastocyanin-like domain-containing protein	MULTICOPPER OXIDASE LPR1 (PTHR11709:SF2)	oxidase(PC00175)	copper ion binding(GO:0005507);oxidoreductase activity(GO:0016491)	cellular response to phosphate starvation(GO:0016036)	endoplasmic reticulum membrane(GO:0005789)	3	7729188	7735211	1.407619e-15	38	1	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088900	Plastocyanin-like domain-containing protein	MULTICOPPER OXIDASE LPR1 HOMOLOG 1 (PTHR11709:SF340)	oxidase(PC00175)	copper ion binding(GO:0005507);oxidoreductase activity(GO:0016491)	cellular response to phosphate starvation(GO:0016036)	endoplasmic reticulum membrane(GO:0005789)	3	7737004	7739534	1.407619e-15	38	1	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G089000	UBC core domain-containing protein	UBIQUITIN-CONJUGATING ENZYME E2 23-RELATED (PTHR46116:SF21)	ubiquitin-protein ligase(PC00234)	ubiquitin conjugating enzyme activity(GO:0061631)			3	7746012	7753329	1.407619e-15	37	1	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
