GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3005G148950	Uncharacterized protein						5	61707212	61708971	SNP_61715312	61715312	1.55e-16	15	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:0_18:1_22:1); TG(16:1_18:1_18:1); TG(18:0_18:0_20:1); TG(18:0_18:2_18:2); TG(18:0_18:2_20:1); TG(18:1_18:2_18:2)	SNP_61715312	1	1.6e-16; 6.1e-11; 4.7e-13; 1.2e-14; 1.3e-11; 1.8e-15; 1.0e-11; 2.3e-13; 9.7e-13; 4.4e-12; 8.9e-15; 9.7e-09; 1.3e-12; 1.1e-08; 8.9e-11
SORBI_3001G276300	Major facilitator superfamily (MFS) profile domain-containing protein	PEPTIDE TRANSPORTER PTR2 (PTHR11654:SF560)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	oligopeptide transport(GO:0006857);transmembrane transport(GO:0055085)	membrane(GO:0016020)	1	53851833	53855994	SNP_53871418	53871418	6.27e-12	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53871418; SNP_53875905; SNP_53874241; SNP_53872793; SNP_53827976; SNP_53828232; SNP_53828863; SNP_53844639; SNP_53845065; SNP_53845093; SNP_53846459; SNP_53852306; SNP_53858661; SNP_53859636; SNP_53860115; SNP_53865130; SNP_53868664; SNP_53870997; SNP_53871047; SNP_53875042; SNP_53877090	21	4.4e-11; 8.9e-11; 6.3e-12; 6.4e-08; 1.5e-08; 1.3e-09; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 2.0e-08
SORBI_3001G276400	Major facilitator superfamily (MFS) profile domain-containing protein	PEPTIDE TRANSPORTER PTR2 (PTHR11654:SF560)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	oligopeptide transport(GO:0006857);transmembrane transport(GO:0055085)	membrane(GO:0016020)	1	53882948	53887075	SNP_53871418	53871418	6.27e-12	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53871418; SNP_53875905; SNP_53874241; SNP_53872793; SNP_53858661; SNP_53859636; SNP_53860115; SNP_53865130; SNP_53868664; SNP_53870997; SNP_53871047; SNP_53875042; SNP_53877090; SNP_53887504	14	4.4e-11; 8.9e-11; 6.3e-12; 6.4e-08; 1.5e-08; 1.3e-09; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 2.0e-08
SORBI_3001G276500	Photosystem II CP43 chlorophyll apoprotein			chlorophyll binding(GO:0016168)	photosynthetic electron transport chain(GO:0009767);photosynthesis(GO:0015979);photosynthesis, light reaction(GO:0019684)	photosystem(GO:0009521);photosystem II(GO:0009523);plastid(GO:0009536);membrane(GO:0016020)	1	53887513	53888083	SNP_53871418	53871418	6.27e-12	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53871418; SNP_53875905; SNP_53874241; SNP_53872793; SNP_53865130; SNP_53868664; SNP_53870997; SNP_53871047; SNP_53875042; SNP_53877090; SNP_53887504	11	4.4e-11; 8.9e-11; 6.3e-12; 6.4e-08; 1.5e-08; 1.3e-09; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 2.0e-08
SORBI_3001G276550	Secreted protein						1	53897162	53903920	SNP_53875905	53875905	2.39e-09	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53875905; SNP_53874241; SNP_53872793; SNP_53875042; SNP_53877090; SNP_53887504	6	2.4e-09; 2.2e-08; 3.2e-09; 9.3e-08; 7.3e-08; 1.2e-08; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 9.8e-08
SORBI_3007G101800	Phosphofructokinase domain-containing protein	PYROPHOSPHATE--FRUCTOSE 6-PHOSPHATE 1-PHOSPHOTRANSFERASE SUBUNIT ALPHA (PTHR43650:SF8)	carbohydrate kinase(PC00065)	6-phosphofructokinase activity(GO:0003872);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872);diphosphate-fructose-6-phosphate 1-phosphotransferase activity(GO:0047334)	fructose 6-phosphate metabolic process(GO:0006002);glycolytic process(GO:0006096);response to glucose(GO:0009749);photosynthesis(GO:0015979);carbohydrate phosphorylation(GO:0046835);glycolytic process through fructose-6-phosphate(GO:0061615)	cytosol(GO:0005829)	7	26843061	26848085	SNP_26872358	26872358	3.88e-13	13	gibberellic acid; PC(22:1_22:1); TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_26871761; SNP_26859180; SNP_26872358	3	2.5e-08; 8.6e-11; 3.9e-13; 9.1e-12; 5.3e-13; 2.2e-10; 1.6e-10; 2.6e-12; 9.9e-10; 1.1e-11; 2.0e-12; 2.8e-08; 3.6e-09
SORBI_3001G231800	Uncharacterized protein	GLYCINE-RICH PROTEIN (PTHR33548:SF17)					1	22398330	22399091	SNP_22392268	22392268	1.85e-10	13	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:0_18:2_20:1); TG(18:1_18:2_18:2)	SNP_22392268; SNP_22419542; SNP_22381705; SNP_22381740	4	1.0e-08; 2.5e-10; 1.9e-08; 3.0e-09; 3.0e-08; 5.7e-10; 7.9e-08; 5.1e-09; 2.0e-08; 8.8e-10; 3.0e-09; 1.3e-08; 1.8e-10
SORBI_3008G131800	CCHC-type domain-containing protein	RIBOSOME QUALITY CONTROL COMPLEX SUBUNIT NEMF (PTHR15239:SF6)		tRNA binding(GO:0000049);nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270);ribosomal large subunit binding(GO:0043023)	rescue of stalled ribosome(GO:0072344);ribosome-associated ubiquitin-dependent protein catabolic process(GO:1990116)	cytoplasm(GO:0005737);RQC complex(GO:1990112)	8	55801939	55815614	SNP_55831934	55831934	6.2e-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3008G131900							8	55816339	55821120	SNP_55831934	55831934	6.2e-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3008G132000							8	55839853	55843326	SNP_55831934	55831934	6.2e-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3008G132200	Calmodulin-binding protein MPCBP	PROTEIN NPG1 (PTHR44102:SF5)					8	55848764	55854063	SNP_55831934	55831934	6.2e-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3007G111800	Storage protein	STORAGE PROTEIN (PTHR31210:SF95)					7	42565325	42572457	SNP_42553822	42553822	1.8e-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_42553502; SNP_42553521; SNP_42553687; SNP_42553822	4	8.1e-12; 6.1e-08; 1.8e-13; 7.7e-13; 3.4e-13; 3.8e-12; 1.8e-11; 1.2e-12; 1.1e-11; 1.5e-12; 6.1e-13; 1.8e-09
SORBI_3005G208000							5	69439654	69445574	SNP_69466657	69466657	5.86e-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208100	Protein kinase domain-containing protein	CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 8 (PTHR27002:SF915)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	immune response(GO:0006955);signal transduction(GO:0007165)	plasma membrane(GO:0005886)	5	69450847	69463596	SNP_69466657	69466657	5.86e-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208200	Reticulon domain-containing protein						5	69471024	69476908	SNP_69466657	69466657	5.86e-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208275	Uncharacterized protein						5	69483055	69485289	SNP_69466657	69466657	5.86e-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208350	Secreted protein						5	69486744	69488963	SNP_69466657	69466657	5.86e-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
