GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3010G150575	Small ribosomal subunit protein uS5 C-terminal domain-containing protein	RIBOSOMAL PROTEIN S2, PUTATIVE, EXPRESSED-RELATED (PTHR13718:SF118)	ribosomal protein(PC00202)	RNA binding(GO:0003723);mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)	10	43378469	43381792	1.414634e-13	1	0.865628	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G150600	Uncharacterized protein	""	""	""	""	""	10	43384079	43387095	1.414634e-13	1	0.860619	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G150700	PABC domain-containing protein	""	""	RNA binding(GO:0003723)	""	""	10	43385894	43391519	1.414634e-13	1	0.853689	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G150701	Uncharacterized protein	""	""	""	""	""	10	43516457	43518915	1.414634e-13	1	0.802274	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G150800	Cytoplasmic tRNA 2-thiolation protein 1 C-terminal domain-containing protein	CYTOPLASMIC TRNA 2-THIOLATION PROTEIN (PTHR33513:SF45)	""	""	""	""	10	43592744	43593468	1.414634e-13	1	0.856887	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G150900	Uncharacterized protein	OS06G0523300 PROTEIN (PTHR33513:SF43)	""	""	""	""	10	43624162	43626620	1.414634e-13	1	0.850363	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G151000	CMP-sialic acid transporter 1	UDP-SUGAR TRANSPORTER PROTEIN SLC35A4-RELATED (PTHR10231:SF43)	transporter(PC00227)	sialic acid transmembrane transporter activity(GO:0015136);pyrimidine nucleotide-sugar transmembrane transporter activity(GO:0015165)	sialic acid transport(GO:0015739);transmembrane transport(GO:0055085);pyrimidine nucleotide-sugar transmembrane transport(GO:0090481)	Golgi membrane(GO:0000139);membrane(GO:0016020)	10	43625333	43633284	1.414634e-13	1	0.850363	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G151200	GRF-type domain-containing protein	""	""	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	""	""	10	43755649	43756814	1.414634e-13	1	0.779021	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3010G151325	Protein FAR1-RELATED SEQUENCE	PROTEIN FAR1-RELATED SEQUENCE (PTHR31669:SF168)	""	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	10	43771550	43774815	1.414634e-13	1	0.781295	34	Sum_AEG_over_Cer_log10safe; Sum_AEG_over_DG_log10safe; Sum_AEG_over_DGDG_log10safe; Sum_AEG_over_FA_log10safe; Sum_AEG_over_GalCer_log10safe; Sum_AEG_over_LPC_log10safe; Sum_AEG_over_LPE_log10safe; Sum_AEG_over_MG_log10safe; Sum_AEG_over_MGDG_log10safe; Sum_AEG_over_PA_log10safe; Sum_AEG_over_PC_log10safe; Sum_AEG_over_PE_log10safe; Sum_AEG_over_PG_log10safe; Sum_AEG_over_PS_log10safe; Sum_AEG_over_SM_log10safe; Sum_AEG_over_SQDG_log10safe; Sum_AEG_over_TG_log10safe; Sum_PC_over_AEG_log10safe; Sum_PC_over_Cer_log10safe; Sum_PC_over_DG_log10safe; Sum_PC_over_DGDG_log10safe; Sum_PC_over_FA_log10safe; Sum_PC_over_GalCer_log10safe; Sum_PC_over_LPC_log10safe; Sum_PC_over_LPE_log10safe; Sum_PC_over_MG_log10safe; Sum_PC_over_MGDG_log10safe; Sum_PC_over_PA_log10safe; Sum_PC_over_PE_log10safe; Sum_PC_over_PG_log10safe; Sum_PC_over_PS_log10safe; Sum_PC_over_SM_log10safe; Sum_PC_over_SQDG_log10safe; Sum_PC_over_TG_log10safe
SORBI_3001G152700							1	12262287	12265731	1.759403e-12	56	1	7	Sum_PE_over_Cer_log10safe; Sum_PE_over_GalCer_log10safe; Sum_PE_over_MG_log10safe; Sum_PE_over_PC_log10safe; Sum_PE_over_PG_log10safe; Sum_PE_over_PS_log10safe; Sum_PE_over_SM_log10safe
SORBI_3002G150866							2	44165538	44167243	1.759403e-12	4	1	7	Sum_PE_over_Cer_log10safe; Sum_PE_over_GalCer_log10safe; Sum_PE_over_MG_log10safe; Sum_PE_over_PC_log10safe; Sum_PE_over_PG_log10safe; Sum_PE_over_PS_log10safe; Sum_PE_over_SM_log10safe
SORBI_3005G082950	Histone H2A C-terminal domain-containing protein	ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 2A (PTHR24203:SF78)	""	protein heterodimerization activity(GO:0046982)	""	""	5	11114663	11119821	1.759403e-12	5	1	7	Sum_PE_over_Cer_log10safe; Sum_PE_over_GalCer_log10safe; Sum_PE_over_MG_log10safe; Sum_PE_over_PC_log10safe; Sum_PE_over_PG_log10safe; Sum_PE_over_PS_log10safe; Sum_PE_over_SM_log10safe
SORBI_3003G318650	Uncharacterized protein	""	""	""	""	""	3	64633798	64634687	3.37063e-12	7	0.897698	64	Sum_DGDG_over_AEG_log10safe; Sum_DGDG_over_Cer_log10safe; Sum_DGDG_over_DG_log10safe; Sum_DGDG_over_FA_log10safe; Sum_DGDG_over_GalCer_log10safe; Sum_DGDG_over_LPC_log10safe; Sum_DGDG_over_LPE_log10safe; Sum_DGDG_over_MG_log10safe; Sum_DGDG_over_MGDG_log10safe; Sum_DGDG_over_PC_log10safe; Sum_DGDG_over_PE_log10safe; Sum_DGDG_over_PG_log10safe; Sum_DGDG_over_PS_log10safe; Sum_DGDG_over_SM_log10safe; Sum_DGDG_over_SQDG_log10safe; Sum_DGDG_over_TG_log10safe; Sum_MG_over_AEG_log10safe; Sum_MG_over_Cer_log10safe; Sum_MG_over_DG_log10safe; Sum_MG_over_DGDG_log10safe; Sum_MG_over_FA_log10safe; Sum_MG_over_GalCer_log10safe; Sum_MG_over_LPC_log10safe; Sum_MG_over_LPE_log10safe; Sum_MG_over_MGDG_log10safe; Sum_MG_over_PC_log10safe; Sum_MG_over_PE_log10safe; Sum_MG_over_PG_log10safe; Sum_MG_over_PS_log10safe; Sum_MG_over_SM_log10safe; Sum_MG_over_SQDG_log10safe; Sum_MG_over_TG_log10safe; Sum_MGDG_over_AEG_log10safe; Sum_MGDG_over_Cer_log10safe; Sum_MGDG_over_DG_log10safe; Sum_MGDG_over_DGDG_log10safe; Sum_MGDG_over_FA_log10safe; Sum_MGDG_over_GalCer_log10safe; Sum_MGDG_over_LPC_log10safe; Sum_MGDG_over_LPE_log10safe; Sum_MGDG_over_MG_log10safe; Sum_MGDG_over_PC_log10safe; Sum_MGDG_over_PE_log10safe; Sum_MGDG_over_PG_log10safe; Sum_MGDG_over_PS_log10safe; Sum_MGDG_over_SM_log10safe; Sum_MGDG_over_SQDG_log10safe; Sum_MGDG_over_TG_log10safe; Sum_SQDG_over_AEG_log10safe; Sum_SQDG_over_Cer_log10safe; Sum_SQDG_over_DG_log10safe; Sum_SQDG_over_DGDG_log10safe; Sum_SQDG_over_FA_log10safe; Sum_SQDG_over_GalCer_log10safe; Sum_SQDG_over_LPC_log10safe; Sum_SQDG_over_LPE_log10safe; Sum_SQDG_over_MG_log10safe; Sum_SQDG_over_MGDG_log10safe; Sum_SQDG_over_PC_log10safe; Sum_SQDG_over_PE_log10safe; Sum_SQDG_over_PG_log10safe; Sum_SQDG_over_PS_log10safe; Sum_SQDG_over_SM_log10safe; Sum_SQDG_over_TG_log10safe
SORBI_3009G092100							9	20912936	20928927	4.672015e-12	3	1	1	TG
SORBI_3002G371500	RRM domain-containing protein	TRANSFORMER-2 SEX-DETERMINING PROTEIN (PTHR48034:SF6)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	mRNA splicing, via spliceosome(GO:0000398)	spliceosomal complex(GO:0005681)	2	73008193	73012837	1.590391e-11	1	0.46875	56	Sum_DGDG_over_AEG_log10safe; Sum_DGDG_over_Cer_log10safe; Sum_DGDG_over_DG_log10safe; Sum_DGDG_over_FA_log10safe; Sum_DGDG_over_GalCer_log10safe; Sum_DGDG_over_LPC_log10safe; Sum_DGDG_over_LPE_log10safe; Sum_DGDG_over_MG_log10safe; Sum_DGDG_over_MGDG_log10safe; Sum_DGDG_over_PA_log10safe; Sum_DGDG_over_PG_log10safe; Sum_DGDG_over_PS_log10safe; Sum_DGDG_over_SM_log10safe; Sum_DGDG_over_SQDG_log10safe; Sum_DGDG_over_TG_log10safe; Sum_MG_over_Cer_log10safe; Sum_MG_over_DG_log10safe; Sum_MG_over_DGDG_log10safe; Sum_MG_over_FA_log10safe; Sum_MG_over_GalCer_log10safe; Sum_MG_over_LPC_log10safe; Sum_MG_over_LPE_log10safe; Sum_MG_over_MGDG_log10safe; Sum_MG_over_PA_log10safe; Sum_MG_over_PS_log10safe; Sum_MG_over_SM_log10safe; Sum_MG_over_SQDG_log10safe; Sum_MG_over_TG_log10safe; Sum_MGDG_over_Cer_log10safe; Sum_MGDG_over_DG_log10safe; Sum_MGDG_over_DGDG_log10safe; Sum_MGDG_over_FA_log10safe; Sum_MGDG_over_GalCer_log10safe; Sum_MGDG_over_LPC_log10safe; Sum_MGDG_over_LPE_log10safe; Sum_MGDG_over_MG_log10safe; Sum_MGDG_over_PA_log10safe; Sum_MGDG_over_PG_log10safe; Sum_MGDG_over_PS_log10safe; Sum_MGDG_over_SM_log10safe; Sum_MGDG_over_SQDG_log10safe; Sum_MGDG_over_TG_log10safe; Sum_SQDG_over_Cer_log10safe; Sum_SQDG_over_DG_log10safe; Sum_SQDG_over_DGDG_log10safe; Sum_SQDG_over_FA_log10safe; Sum_SQDG_over_GalCer_log10safe; Sum_SQDG_over_LPC_log10safe; Sum_SQDG_over_LPE_log10safe; Sum_SQDG_over_MG_log10safe; Sum_SQDG_over_MGDG_log10safe; Sum_SQDG_over_PA_log10safe; Sum_SQDG_over_PG_log10safe; Sum_SQDG_over_PS_log10safe; Sum_SQDG_over_SM_log10safe; Sum_SQDG_over_TG_log10safe
SORBI_3002G373700	NGR2	PROTEIN LAZY 4 (PTHR34045:SF3)	""	""	gravitropism(GO:0009630);regulation of growth(GO:0040008)	""	2	73163583	73166165	1.590391e-11	1	0.450337	56	Sum_DGDG_over_AEG_log10safe; Sum_DGDG_over_Cer_log10safe; Sum_DGDG_over_DG_log10safe; Sum_DGDG_over_FA_log10safe; Sum_DGDG_over_GalCer_log10safe; Sum_DGDG_over_LPC_log10safe; Sum_DGDG_over_LPE_log10safe; Sum_DGDG_over_MG_log10safe; Sum_DGDG_over_MGDG_log10safe; Sum_DGDG_over_PA_log10safe; Sum_DGDG_over_PG_log10safe; Sum_DGDG_over_PS_log10safe; Sum_DGDG_over_SM_log10safe; Sum_DGDG_over_SQDG_log10safe; Sum_DGDG_over_TG_log10safe; Sum_MG_over_Cer_log10safe; Sum_MG_over_DG_log10safe; Sum_MG_over_DGDG_log10safe; Sum_MG_over_FA_log10safe; Sum_MG_over_GalCer_log10safe; Sum_MG_over_LPC_log10safe; Sum_MG_over_LPE_log10safe; Sum_MG_over_MGDG_log10safe; Sum_MG_over_PA_log10safe; Sum_MG_over_PS_log10safe; Sum_MG_over_SM_log10safe; Sum_MG_over_SQDG_log10safe; Sum_MG_over_TG_log10safe; Sum_MGDG_over_Cer_log10safe; Sum_MGDG_over_DG_log10safe; Sum_MGDG_over_DGDG_log10safe; Sum_MGDG_over_FA_log10safe; Sum_MGDG_over_GalCer_log10safe; Sum_MGDG_over_LPC_log10safe; Sum_MGDG_over_LPE_log10safe; Sum_MGDG_over_MG_log10safe; Sum_MGDG_over_PA_log10safe; Sum_MGDG_over_PG_log10safe; Sum_MGDG_over_PS_log10safe; Sum_MGDG_over_SM_log10safe; Sum_MGDG_over_SQDG_log10safe; Sum_MGDG_over_TG_log10safe; Sum_SQDG_over_Cer_log10safe; Sum_SQDG_over_DG_log10safe; Sum_SQDG_over_DGDG_log10safe; Sum_SQDG_over_FA_log10safe; Sum_SQDG_over_GalCer_log10safe; Sum_SQDG_over_LPC_log10safe; Sum_SQDG_over_LPE_log10safe; Sum_SQDG_over_MG_log10safe; Sum_SQDG_over_MGDG_log10safe; Sum_SQDG_over_PA_log10safe; Sum_SQDG_over_PG_log10safe; Sum_SQDG_over_PS_log10safe; Sum_SQDG_over_SM_log10safe; Sum_SQDG_over_TG_log10safe
SORBI_3002G373800	Translation elongation factor EF1B beta_delta subunit guanine nucleotide exchange domain-containing protein	ELONGATION FACTOR 1-BETA (PTHR11595:SF21)	translation elongation factor(PC00222)	translation elongation factor activity(GO:0003746);guanyl-nucleotide exchange factor activity(GO:0005085)	translation(GO:0006412);translational elongation(GO:0006414)	cytosol(GO:0005829);eukaryotic translation elongation factor 1 complex(GO:0005853)	2	73167726	73170579	1.590391e-11	1	0.930287	56	Sum_DGDG_over_AEG_log10safe; Sum_DGDG_over_Cer_log10safe; Sum_DGDG_over_DG_log10safe; Sum_DGDG_over_FA_log10safe; Sum_DGDG_over_GalCer_log10safe; Sum_DGDG_over_LPC_log10safe; Sum_DGDG_over_LPE_log10safe; Sum_DGDG_over_MG_log10safe; Sum_DGDG_over_MGDG_log10safe; Sum_DGDG_over_PA_log10safe; Sum_DGDG_over_PG_log10safe; Sum_DGDG_over_PS_log10safe; Sum_DGDG_over_SM_log10safe; Sum_DGDG_over_SQDG_log10safe; Sum_DGDG_over_TG_log10safe; Sum_MG_over_Cer_log10safe; Sum_MG_over_DG_log10safe; Sum_MG_over_DGDG_log10safe; Sum_MG_over_FA_log10safe; Sum_MG_over_GalCer_log10safe; Sum_MG_over_LPC_log10safe; Sum_MG_over_LPE_log10safe; Sum_MG_over_MGDG_log10safe; Sum_MG_over_PA_log10safe; Sum_MG_over_PS_log10safe; Sum_MG_over_SM_log10safe; Sum_MG_over_SQDG_log10safe; Sum_MG_over_TG_log10safe; Sum_MGDG_over_Cer_log10safe; Sum_MGDG_over_DG_log10safe; Sum_MGDG_over_DGDG_log10safe; Sum_MGDG_over_FA_log10safe; Sum_MGDG_over_GalCer_log10safe; Sum_MGDG_over_LPC_log10safe; Sum_MGDG_over_LPE_log10safe; Sum_MGDG_over_MG_log10safe; Sum_MGDG_over_PA_log10safe; Sum_MGDG_over_PG_log10safe; Sum_MGDG_over_PS_log10safe; Sum_MGDG_over_SM_log10safe; Sum_MGDG_over_SQDG_log10safe; Sum_MGDG_over_TG_log10safe; Sum_SQDG_over_Cer_log10safe; Sum_SQDG_over_DG_log10safe; Sum_SQDG_over_DGDG_log10safe; Sum_SQDG_over_FA_log10safe; Sum_SQDG_over_GalCer_log10safe; Sum_SQDG_over_LPC_log10safe; Sum_SQDG_over_LPE_log10safe; Sum_SQDG_over_MG_log10safe; Sum_SQDG_over_MGDG_log10safe; Sum_SQDG_over_PA_log10safe; Sum_SQDG_over_PG_log10safe; Sum_SQDG_over_PS_log10safe; Sum_SQDG_over_SM_log10safe; Sum_SQDG_over_TG_log10safe
SORBI_3002G373900	Uncharacterized protein	OS07G0614600 PROTEIN (PTHR21229:SF20)	G-protein coupled receptor(PC00021)	""	""	Golgi apparatus(GO:0005794);membrane(GO:0016020)	2	73176173	73179121	1.590391e-11	1	0.935611	56	Sum_DGDG_over_AEG_log10safe; Sum_DGDG_over_Cer_log10safe; Sum_DGDG_over_DG_log10safe; Sum_DGDG_over_FA_log10safe; Sum_DGDG_over_GalCer_log10safe; Sum_DGDG_over_LPC_log10safe; Sum_DGDG_over_LPE_log10safe; Sum_DGDG_over_MG_log10safe; Sum_DGDG_over_MGDG_log10safe; Sum_DGDG_over_PA_log10safe; Sum_DGDG_over_PG_log10safe; Sum_DGDG_over_PS_log10safe; Sum_DGDG_over_SM_log10safe; Sum_DGDG_over_SQDG_log10safe; Sum_DGDG_over_TG_log10safe; Sum_MG_over_Cer_log10safe; Sum_MG_over_DG_log10safe; Sum_MG_over_DGDG_log10safe; Sum_MG_over_FA_log10safe; Sum_MG_over_GalCer_log10safe; Sum_MG_over_LPC_log10safe; Sum_MG_over_LPE_log10safe; Sum_MG_over_MGDG_log10safe; Sum_MG_over_PA_log10safe; Sum_MG_over_PS_log10safe; Sum_MG_over_SM_log10safe; Sum_MG_over_SQDG_log10safe; Sum_MG_over_TG_log10safe; Sum_MGDG_over_Cer_log10safe; Sum_MGDG_over_DG_log10safe; Sum_MGDG_over_DGDG_log10safe; Sum_MGDG_over_FA_log10safe; Sum_MGDG_over_GalCer_log10safe; Sum_MGDG_over_LPC_log10safe; Sum_MGDG_over_LPE_log10safe; Sum_MGDG_over_MG_log10safe; Sum_MGDG_over_PA_log10safe; Sum_MGDG_over_PG_log10safe; Sum_MGDG_over_PS_log10safe; Sum_MGDG_over_SM_log10safe; Sum_MGDG_over_SQDG_log10safe; Sum_MGDG_over_TG_log10safe; Sum_SQDG_over_Cer_log10safe; Sum_SQDG_over_DG_log10safe; Sum_SQDG_over_DGDG_log10safe; Sum_SQDG_over_FA_log10safe; Sum_SQDG_over_GalCer_log10safe; Sum_SQDG_over_LPC_log10safe; Sum_SQDG_over_LPE_log10safe; Sum_SQDG_over_MG_log10safe; Sum_SQDG_over_MGDG_log10safe; Sum_SQDG_over_PA_log10safe; Sum_SQDG_over_PG_log10safe; Sum_SQDG_over_PS_log10safe; Sum_SQDG_over_SM_log10safe; Sum_SQDG_over_TG_log10safe
