Analysis	source	term_id	term_name	FDR	Fold_Enrichment	query	significant	p_value	term_size	query_size	intersection_size	precision	recall	effective_domain_size	source_order	parents	evidence_codes	intersection
CTL_combined__20pct__recurrent	GO:MF	GO:0008793	aromatic-amino-acid transaminase activity	0.005330314918129737	44.3124087591241	query_1	TRUE	0.005330314918129737	10	137	3	0.021897810218978103	0.3	20236	1876		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_combined__20pct__recurrent	GO:BP	GO:0006572	L-tyrosine catabolic process	0.006199771777940145	35.21382007822686	query_1	TRUE	0.006199771777940145	13	118	3	0.025423728813559324	0.23076923076923078	18006	2175		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_combined__20pct__recurrent	GO:BP	GO:2000767	positive regulation of cytoplasmic translation	0.006199771777940145	5.651600753295669	query_1	TRUE	0.006199771777940145	216	118	8	0.06779661016949153	0.037037037037037035	18006	24123		IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:BP	GO:2000765	regulation of cytoplasmic translation	0.006199771777940145	5.651600753295669	query_1	TRUE	0.006199771777940145	216	118	8	0.06779661016949153	0.037037037037037035	18006	24121		IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:BP	GO:0006417	regulation of translation	0.006199771777940145	4.5012749362531865	query_1	TRUE	0.006199771777940145	339	118	10	0.0847457627118644	0.029498525073746312	18006	2066		IEA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA	SORBI_3002G044000,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:BP	GO:0051246	regulation of protein metabolic process	0.006465539265231873	3.684343348224943	query_1	TRUE	0.006465539265231873	497	118	12	0.1016949152542373	0.02414486921529175	18006	12695		IEA,IBA,IEA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA	SORBI_3001G222300,SORBI_3001G254200,SORBI_3002G044000,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:MF	GO:0045182	translation regulator activity	0.012646669885414576	5.395727093957271	query_1	TRUE	0.012646669885414576	219	137	8	0.058394160583941604	0.0365296803652968	20236	5480		IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:BP	GO:0006570	tyrosine metabolic process	0.014036040610707708	24.093666369313112	query_1	TRUE	0.014036040610707708	19	118	3	0.025423728813559324	0.15789473684210525	18006	2173		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_combined__20pct__recurrent	GO:BP	GO:0001732	formation of cytoplasmic translation initiation complex	0.01776943509504302	20.808166409861325	query_1	TRUE	0.01776943509504302	22	118	3	0.025423728813559324	0.13636363636363635	18006	398		IEA,IEA,IBA	SORBI_3002G044000,SORBI_3006G044600,SORBI_3008G095500
CTL_combined__20pct__recurrent	GO:BP	GO:0051247	positive regulation of protein metabolic process	0.01776943509504302	4.075189860685008	query_1	TRUE	0.01776943509504302	337	118	9	0.07627118644067797	0.026706231454005934	18006	12696		IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:BP	GO:0010608	post-transcriptional regulation of gene expression	0.01776943509504302	3.6858265782363056	query_1	TRUE	0.01776943509504302	414	118	10	0.0847457627118644	0.024154589371980676	18006	4069		IEA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA	SORBI_3002G044000,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:BP	GO:1902047	polyamine transmembrane transport	0.0365860145558818	43.598062953995154	query_1	TRUE	0.0365860145558818	7	118	2	0.01694915254237288	0.2857142857142857	18006	20490		IEA,IEA	SORBI_3001G357500,SORBI_3001G357800
CTL_combined__20pct__recurrent	GO:BP	GO:0009074	aromatic amino acid family catabolic process	0.03836304253666767	15.259322033898306	query_1	TRUE	0.03836304253666767	30	118	3	0.025423728813559324	0.1	18006	3104		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_combined__20pct__recurrent	GO:MF	GO:0015203	polyamine transmembrane transporter activity	0.04045064445190434	42.20229405630865	query_1	TRUE	0.04045064445190434	7	137	2	0.014598540145985401	0.2857142857142857	20236	2338		IBA IEA,IEA	SORBI_3001G357500,SORBI_3001G357800
CTL_combined__20pct__recurrent	GO:MF	GO:0003743	translation initiation factor activity	0.04045064445190434	9.231751824817517	query_1	TRUE	0.04045064445190434	64	137	4	0.029197080291970802	0.0625	20236	341		IBA,IBA IEA,IBA IEA,IBA IEA	SORBI_3001G259000,SORBI_3002G044000,SORBI_3006G044600,SORBI_3008G095500
CTL_combined__20pct__recurrent	GO:MF	GO:0180051	translation factor activity	0.04045064445190434	7.033715676051441	query_1	TRUE	0.04045064445190434	105	137	5	0.0364963503649635	0.047619047619047616	20236	9819		IBA,IBA IEA,IEA,IBA IEA,IBA IEA	SORBI_3001G259000,SORBI_3002G044000,SORBI_3002G373800,SORBI_3006G044600,SORBI_3008G095500
CTL_combined__20pct__recurrent	GO:MF	GO:0003727	single-stranded RNA binding	0.04045064445190434	4.312643188235921	query_1	TRUE	0.04045064445190434	274	137	8	0.058394160583941604	0.029197080291970802	20236	337		IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:MF	GO:0003729	mRNA binding	0.04159405884344244	2.5784443999490323	query_1	TRUE	0.04159405884344244	802	137	14	0.10218978102189781	0.017456359102244388	20236	338		IBA,IBA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3001G356500,SORBI_3001G356600,SORBI_3001G357200,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3007G071200,SORBI_3007G071400,SORBI_3010G136450
CTL_combined__20pct__recurrent	GO:BP	GO:0015846	polyamine transport	0.04285794946749908	38.148305084745765	query_1	TRUE	0.04285794946749908	8	118	2	0.01694915254237288	0.25	18006	4716		IEA,IEA	SORBI_3001G357500,SORBI_3001G357800
CTL_combined__20pct__recurrent	GO:BP	GO:0002183	cytoplasmic translational initiation	0.045175341999468	13.87211093990755	query_1	TRUE	0.045175341999468	33	118	3	0.025423728813559324	0.09090909090909091	18006	711		IBA IEA,IEA,IBA	SORBI_3002G044000,SORBI_3006G044600,SORBI_3008G095500
CTL_combined__5pct__recurrent	GO:CC	GO:0042555	MCM complex	0.01450246733791409	82.46846846846847	query_1	TRUE	0.01450246733791409	12	37	2	0.05405405405405406	0.16666666666666666	18308	1750		IEA,IBA IEA	SORBI_3005G110523,SORBI_3005G110535
CTL_combined__5pct__recurrent	GO:BP	GO:0010628	positive regulation of gene expression	0.02603615188778352	10.698752228163993	query_1	TRUE	0.02603615188778352	255	33	5	0.15151515151515152	0.0196078431372549	18006	4087		IBA,IBA,IEA,IBA,IBA	SORBI_3002G371500,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G049666,SORBI_3010G136450
CTL_combined__5pct__recurrent	GO:MF	GO:0043716	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity	0.027772989404384774	595.1764705882352	query_1	TRUE	0.027772989404384774	1	34	1	0.029411764705882353	1	20236	5215		IEA	SORBI_3005G110541
CTL_combined__5pct__recurrent	GO:MF	GO:0043715	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity	0.027772989404384774	595.1764705882352	query_1	TRUE	0.027772989404384774	1	34	1	0.029411764705882353	1	20236	5214		IEA	SORBI_3005G110541
CTL_combined__5pct__recurrent	GO:MF	GO:0046570	methylthioribulose 1-phosphate dehydratase activity	0.027772989404384774	595.1764705882352	query_1	TRUE	0.027772989404384774	1	34	1	0.029411764705882353	1	20236	5595		IBA IEA	SORBI_3005G110541
CTL_combined__5pct__recurrent	GO:MF	GO:0004329	formate-tetrahydrofolate ligase activity	0.027772989404384774	595.1764705882352	query_1	TRUE	0.027772989404384774	1	34	1	0.029411764705882353	1	20236	663		IEA	SORBI_3002G220200
CTL_combined__5pct__recurrent	GO:MF	GO:0015293	symporter activity	0.027772989404384774	14.756441419543025	query_1	TRUE	0.027772989404384774	121	34	3	0.08823529411764706	0.024793388429752067	20236	2390		IBA,IEA,IEA	SORBI_3008G105500,SORBI_3009G152800,SORBI_3010G151000
CTL_combined__5pct__recurrent	GO:MF	GO:0008270	zinc ion binding	0.027772989404384774	4.191383595691797	query_1	TRUE	0.027772989404384774	994	34	7	0.20588235294117646	0.007042253521126761	20236	1600		IEA,IEA,IEA,IEA,IEA,IEA,IEA	SORBI_3002G374200,SORBI_3005G110541,SORBI_3006G044532,SORBI_3006G049666,SORBI_3010G136450,SORBI_3010G151200,SORBI_3010G151325
CTL_combined__5pct__recurrent	GO:MF	GO:0046914	transition metal ion binding	0.027772989404384774	3.468394350747292	query_1	TRUE	0.027772989404384774	1716	34	10	0.29411764705882354	0.005827505827505828	20236	5638		IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA	SORBI_3002G374200,SORBI_3005G110541,SORBI_3006G044532,SORBI_3006G049666,SORBI_3008G105800,SORBI_3008G106200,SORBI_3008G106550,SORBI_3010G136450,SORBI_3010G151200,SORBI_3010G151325
CTL_combined__5pct__recurrent	GO:MF	GO:0046872	metal ion binding	0.027772989404384774	2.2417192865846904	query_1	TRUE	0.027772989404384774	3717	34	14	0.4117647058823529	0.003766478342749529	20236	5627		IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA	SORBI_3002G221900,SORBI_3002G374200,SORBI_3005G110535,SORBI_3005G110541,SORBI_3006G040500,SORBI_3006G044532,SORBI_3006G049666,SORBI_3008G105800,SORBI_3008G106200,SORBI_3008G106550,SORBI_3009G153400,SORBI_3010G136450,SORBI_3010G151200,SORBI_3010G151325
CTL_combined__5pct__recurrent	GO:MF	GO:0043169	cation binding	0.027772989404384774	2.2291253580083716	query_1	TRUE	0.027772989404384774	3738	34	14	0.4117647058823529	0.003745318352059925	20236	5158		IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA	SORBI_3002G221900,SORBI_3002G374200,SORBI_3005G110535,SORBI_3005G110541,SORBI_3006G040500,SORBI_3006G044532,SORBI_3006G049666,SORBI_3008G105800,SORBI_3008G106200,SORBI_3008G106550,SORBI_3009G153400,SORBI_3010G136450,SORBI_3010G151200,SORBI_3010G151325
CTL_combined__5pct__recurrent	GO:MF	GO:0043874	acireductone synthase activity	0.03973169234610846	297.5882352941176	query_1	TRUE	0.03973169234610846	2	34	1	0.029411764705882353	0.5	20236	5329		IEA	SORBI_3005G110541
CTL_combined__5pct__recurrent	GO:MF	GO:0015136	sialic acid transmembrane transporter activity	0.03973169234610846	297.5882352941176	query_1	TRUE	0.03973169234610846	2	34	1	0.029411764705882353	0.5	20236	2282		IBA	SORBI_3010G151000
CTL_combined__5pct__recurrent	GO:MF	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	0.03973169234610846	297.5882352941176	query_1	TRUE	0.03973169234610846	2	34	1	0.029411764705882353	0.5	20236	656		IEA	SORBI_3007G112100
CTL_combined__5pct__recurrent	GO:MF	GO:0016631	enoyl-[acyl-carrier-protein] reductase [NAD(P)H] activity	0.04760033525517544	198.3921568627451	query_1	TRUE	0.04760033525517544	3	34	1	0.029411764705882353	0.3333333333333333	20236	2776		IEA	SORBI_3007G112100
CTL_combined__5pct__recurrent	GO:MF	GO:0015505	uracil:monoatomic cation symporter activity	0.04760033525517544	148.7941176470588	query_1	TRUE	0.04760033525517544	4	34	1	0.029411764705882353	0.25	20236	2510		IBA	SORBI_3008G105500
CTL_combined__5pct__recurrent	GO:MF	GO:0005274	allantoin:proton symporter activity	0.04760033525517544	148.7941176470588	query_1	TRUE	0.04760033525517544	4	34	1	0.029411764705882353	0.25	20236	1353		IBA	SORBI_3008G105500
CTL_combined__5pct__recurrent	GO:MF	GO:0016862	intramolecular oxidoreductase activity, interconverting keto- and enol-groups	0.04760033525517544	148.7941176470588	query_1	TRUE	0.04760033525517544	4	34	1	0.029411764705882353	0.25	20236	2952		IEA	SORBI_3005G110541
CTL_combined__5pct__recurrent	GO:MF	GO:0015391	nucleobase:monoatomic cation symporter activity	0.04760033525517544	148.7941176470588	query_1	TRUE	0.04760033525517544	4	34	1	0.029411764705882353	0.25	20236	2442		IBA	SORBI_3008G105500
CTL_combined__5pct__recurrent	GO:MF	GO:0015295	solute:proton symporter activity	0.04760033525517544	19.51398264223722	query_1	TRUE	0.04760033525517544	61	34	2	0.058823529411764705	0.03278688524590164	20236	2392		IBA,IEA	SORBI_3008G105500,SORBI_3010G151000
CTL_combined__5pct__recurrent	GO:MF	GO:0015294	solute:monoatomic cation symporter activity	0.04760033525517544	18.59926470588235	query_1	TRUE	0.04760033525517544	64	34	2	0.058823529411764705	0.03125	20236	2391		IBA,IEA	SORBI_3008G105500,SORBI_3010G151000
CTL_combined__5pct__recurrent	GO:MF	GO:0045182	translation regulator activity	0.04760033525517544	8.153102336825143	query_1	TRUE	0.04760033525517544	219	34	3	0.08823529411764706	0.0136986301369863	20236	5480		IBA,IBA,IBA	SORBI_3006G044532,SORBI_3006G049666,SORBI_3010G136450
CTL_individual__10pct__recurrent	GO:MF	GO:0004838	L-tyrosine-2-oxoglutarate transaminase activity	7.741422813143539e-4	93.68518518518518	query_1	TRUE	7.741422813143539e-4	8	81	3	0.037037037037037035	0.375	20236	1075		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_individual__10pct__recurrent	GO:MF	GO:0008793	aromatic-amino-acid transaminase activity	8.246528117943034e-4	74.94814814814815	query_1	TRUE	8.246528117943034e-4	10	81	3	0.037037037037037035	0.3	20236	1876		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_individual__10pct__recurrent	GO:BP	GO:0006572	L-tyrosine catabolic process	0.005923191874166692	62.95804195804196	query_1	TRUE	0.005923191874166692	13	66	3	0.045454545454545456	0.23076923076923078	18006	2175		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_individual__10pct__recurrent	GO:BP	GO:0006570	tyrosine metabolic process	0.009877495965271864	43.07655502392344	query_1	TRUE	0.009877495965271864	19	66	3	0.045454545454545456	0.15789473684210525	18006	2173		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_individual__10pct__recurrent	GO:BP	GO:0009074	aromatic amino acid family catabolic process	0.016083828227514772	27.28181818181818	query_1	TRUE	0.016083828227514772	30	66	3	0.045454545454545456	0.1	18006	3104		IBA,IBA,IBA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3005G152200
CTL_individual__10pct__recurrent	GO:BP	GO:0016054	organic acid catabolic process	0.016083828227514772	9.95686794956868	query_1	TRUE	0.016083828227514772	137	66	5	0.07575757575757576	0.0364963503649635	18006	4844		IBA,IBA,IBA,IBA,IBA IEA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3002G042400,SORBI_3005G152200,SORBI_3009G111400
CTL_individual__10pct__recurrent	GO:BP	GO:0046395	carboxylic acid catabolic process	0.016083828227514772	9.95686794956868	query_1	TRUE	0.016083828227514772	137	66	5	0.07575757575757576	0.0364963503649635	18006	11315		IBA,IBA,IBA,IBA,IBA IEA	SORBI_3002G041100,SORBI_3002G041200,SORBI_3002G042400,SORBI_3005G152200,SORBI_3009G111400
CTL_individual__20pct__recurrent	GO:BP	GO:0002181	cytoplasmic translation	3.5673015758347645e-5	6.19173237049591	query_1	TRUE	3.5673015758347645e-5	331	123	14	0.11382113821138211	0.04229607250755287	18006	709		IBA IEA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA IEA,IBA,IBA	SORBI_3002G044000,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3008G095500,SORBI_3008G131800,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:0045727	positive regulation of translation	8.752189310816717e-5	6.970963995354239	query_1	TRUE	8.752189310816717e-5	231	123	11	0.08943089430894309	0.047619047619047616	18006	10800		IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:0006412	translation	8.752189310816717e-5	3.4580372575379297	query_1	TRUE	8.752189310816717e-5	889	123	21	0.17073170731707318	0.023622047244094488	18006	2062		IEA,IBA,IBA IEA,IBA IEA,IEA,IBA,IBA,IBA,IBA,IBA,IBA IEA,IEA,IBA,IBA,IBA,IEA,IEA,IBA IEA,IBA IEA,IBA,IBA	SORBI_3001G225700,SORBI_3001G259000,SORBI_3002G042500,SORBI_3002G044000,SORBI_3002G148166,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G047400,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3007G071300,SORBI_3007G110500,SORBI_3008G095500,SORBI_3008G131800,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:0160307	protein biosynthetic process	8.752189310816717e-5	3.4580372575379297	query_1	TRUE	8.752189310816717e-5	889	123	21	0.17073170731707318	0.023622047244094488	18006	19039		IEA,IBA,IBA IEA,IBA IEA,IEA,IBA,IBA,IBA,IBA,IBA,IBA IEA,IEA,IBA,IBA,IBA,IEA,IEA,IBA IEA,IBA IEA,IBA,IBA	SORBI_3001G225700,SORBI_3001G259000,SORBI_3002G042500,SORBI_3002G044000,SORBI_3002G148166,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G047400,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3007G071300,SORBI_3007G110500,SORBI_3008G095500,SORBI_3008G131800,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:0010628	positive regulation of gene expression	1.656889812658508e-4	6.314873266379722	query_1	TRUE	1.656889812658508e-4	255	123	11	0.08943089430894309	0.043137254901960784	18006	4087		IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:2000765	regulation of cytoplasmic translation	1.9371274269178854e-4	6.7773261065943995	query_1	TRUE	1.9371274269178854e-4	216	123	10	0.08130081300813008	0.046296296296296294	18006	24121		IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:2000767	positive regulation of cytoplasmic translation	1.9371274269178854e-4	6.7773261065943995	query_1	TRUE	1.9371274269178854e-4	216	123	10	0.08130081300813008	0.046296296296296294	18006	24123		IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:0006417	regulation of translation	2.654817897613693e-4	5.181955536369522	query_1	TRUE	2.654817897613693e-4	339	123	12	0.0975609756097561	0.035398230088495575	18006	2066		IEA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA	SORBI_3002G044000,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3009G095480,SORBI_3009G095560
CTL_individual__20pct__recurrent	GO:BP	GO:0051246	regulation of protein metabolic process	4.986984953545244e-4	4.123668842322226	query_1	TRUE	4.986984953545244e-4	497	123	14	0.11382113821138211	0.028169014084507043	18006	12695		IEA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA	SORBI_3001G222300,SORBI_3001G254200,SORBI_3002G044000,SORBI_3004G137601,SORBI_3005G110463,SORBI_3006G040201,SORBI_3006G042425,SORBI_3006G044532,SORBI_3006G044600,SORBI_3006G048925,SORBI_3006G049450,SORBI_3006G049666,SORBI_3009G095480,SORBI_3009G095560
