Condition	GeneID	Gene_Chr	Gene_Start	Gene_End	N_Traits	N_Traits_indiv	N_Traits_sumrat	N_sig_SNPs	Best_P	Max_r2	Traits
LIN	SORBI_3004G007500	4	665105	667038	16	3	13	215	2.605726e-21	0.980904	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G007600	4	678310	681085	16	3	13	53	2.605726e-21	0.982706	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G007800	4	689918	693989	16	3	13	54	2.605726e-21	0.834126	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G008300	4	733525	734761	16	3	13	52	2.605726e-21	0.786585	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G008400	4	737647	740142	16	3	13	55	2.605726e-21	0.82244	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G008500	4	740912	742790	16	3	13	55	2.605726e-21	0.840375	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G008800	4	763419	764817	16	3	13	54	2.605726e-21	0.787903	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G008900	4	769869	771113	16	3	13	55	2.605726e-21	0.812798	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G009000	4	771148	774672	16	3	13	54	2.605726e-21	0.786045	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G009100	4	777269	780862	16	3	13	54	2.605726e-21	0.787903	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G004800	4	418239	423162	14	1	13	203	2.605726e-21	0.76515	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G005200	4	442658	448774	14	1	13	192	2.605726e-21	0.773038	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G005300	4	449691	457201	14	1	13	207	2.605726e-21	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G005700	4	473331	479945	14	1	13	205	2.605726e-21	0.809648	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G006500	4	547159	548445	14	1	13	44	2.605726e-21	0.597	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PC_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_FA_over_TG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G005000	4	432828	434187	12	2	10	161	3.849136e-19	0.554287	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G087000	3	7543557	7549750	11	1	10	312	4.464413e-20	0.842978	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G087100	3	7549923	7551848	11	1	10	312	4.464413e-20	0.854488	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G087200	3	7551917	7555947	11	1	10	312	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G087600	3	7603608	7606601	11	1	10	313	4.464413e-20	0.675054	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G088200	3	7663763	7665433	11	1	10	308	4.464413e-20	0.643945	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G088300	3	7665547	7667121	11	1	10	129	4.464413e-20	0.518643	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G088400	3	7689356	7690085	11	1	10	73	4.464413e-20	0.55775	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G088600	3	7709903	7719934	11	1	10	313	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G088700	3	7724238	7726221	11	1	10	313	4.464413e-20	0.99034	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G088800	3	7729188	7735211	11	1	10	313	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G088900	3	7737004	7739534	11	1	10	313	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G089000	3	7746012	7753329	11	1	10	307	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G089100	3	7755435	7764805	11	1	10	307	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G089200	3	7766846	7771748	11	1	10	307	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G089300	3	7774183	7776929	11	1	10	305	4.464413e-20	1	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G086600	3	7481946	7483573	11	1	10	49	1.967576e-19	0.632193	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PE_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G002350	4	184257	187536	11	1	10	108	3.849136e-19	0.477958	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3004G002400	4	187849	190637	11	1	10	132	3.849136e-19	0.458773	FA | FA(22:1) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PA_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G406120	3	71322856	71325175	11	2	9	80	2.698367e-17	0.474663	FA | FA(22:1) | PC(18:2_20:4) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G406600	3	71419053	71424347	11	2	9	97	2.698367e-17	1	FA | FA(22:1) | PC(18:2_20:4) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G406800	3	71436261	71447004	11	2	9	95	2.698367e-17	1	FA | FA(22:1) | PC(18:2_20:4) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G406850	3	71437701	71438718	11	2	9	95	2.698367e-17	1	FA | FA(22:1) | PC(18:2_20:4) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
LIN	SORBI_3003G407200	3	71482355	71489364	11	2	9	92	2.698367e-17	1	FA | FA(22:1) | PC(18:2_20:4) | Sum_AEG_over_FA_log10ratio | Sum_DGDG_over_FA_log10ratio | Sum_FA_over_DG_log10ratio | Sum_FA_over_MG_log10ratio | Sum_FA_over_PG_log10ratio | Sum_GalCer_over_FA_log10ratio | Sum_MGDG_over_FA_log10ratio | Sum_SQDG_over_FA_log10ratio
