Condition	Layer	Trait	GeneID	Gene_Chr	Gene_Start	Gene_End	N_sig_SNPs	Best_P	Lead_SNP	Lead_Chr	Lead_BP	Max_r2
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G004300	2	486017	488577	33	1.200912e-18	SNP_612131	2	612131	0.679463
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G004400	2	497090	499368	33	1.200912e-18	SNP_612131	2	612131	0.824859
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G004600	2	502733	509324	33	1.200912e-18	SNP_612131	2	612131	1
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G004800	2	516009	522469	33	1.200912e-18	SNP_612131	2	612131	0.986721
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G004900	2	521396	526917	33	1.200912e-18	SNP_612131	2	612131	0.855094
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G005300	2	556064	557679	11	1.200912e-18	SNP_612131	2	612131	0.938332
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G005400	2	560665	562006	11	1.200912e-18	SNP_612131	2	612131	0.90318
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G005500	2	567148	568026	11	1.200912e-18	SNP_612131	2	612131	0.93867
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G009300	2	835948	846670	1	1.200912e-18	SNP_612131	2	612131	0.462713
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G009401	2	847925	848973	1	1.200912e-18	SNP_612131	2	612131	0.568795
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G009600	2	852347	855073	1	1.200912e-18	SNP_612131	2	612131	0.642955
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G149700	10	43190204	43191671	19	1.414455e-18	SNP_43282158	10	43282158	0.974759
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G149800	10	43192092	43195746	19	1.414455e-18	SNP_43282158	10	43282158	0.972859
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G150000	10	43252118	43254510	19	1.414455e-18	SNP_43282158	10	43282158	0.986203
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G150100	10	43260824	43266663	19	1.414455e-18	SNP_43282158	10	43282158	0.963975
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G150200	10	43268793	43270786	19	1.414455e-18	SNP_43282158	10	43282158	0.974763
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G150325	10	43371492	43382976	20	1.414455e-18	SNP_43282158	10	43282158	0.974759
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G150575	10	43378469	43381792	20	1.414455e-18	SNP_43282158	10	43282158	0.974759
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G150600	10	43384079	43387095	20	1.414455e-18	SNP_43282158	10	43282158	0.974759
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G150700	10	43385894	43391519	20	1.414455e-18	SNP_43282158	10	43282158	0.974759
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G232900	2	62393508	62395752	10	2.315097e-18	SNP_62396559	2	62396559	0.638696
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G233000	2	62400230	62401333	10	2.315097e-18	SNP_62396559	2	62396559	0.6646
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3002G233600	2	62457138	62468227	10	2.315097e-18	SNP_62396559	2	62396559	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G182900	6	53783513	53801893	47	3.384554e-18	SNP_53877670	6	53877670	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G183600	6	53863304	53866363	48	3.384554e-18	SNP_53877670	6	53877670	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G183701	6	53873081	53874858	48	3.384554e-18	SNP_53877670	6	53877670	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G183800	6	53877114	53880522	48	3.384554e-18	SNP_53877670	6	53877670	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G183900	6	53885761	53889833	48	3.384554e-18	SNP_53877670	6	53877670	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G184400	6	53957362	53959873	48	3.384554e-18	SNP_53877670	6	53877670	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G184700	6	53980145	53981746	48	3.384554e-18	SNP_53877670	6	53877670	0.630564
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G190000	6	54415461	54422688	59	2.240513e-17	SNP_54607857	6	54607857	0.692529
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G190150	6	54427187	54428308	59	2.240513e-17	SNP_54607857	6	54607857	0.722704
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G190300	6	54442603	54445226	59	2.240513e-17	SNP_54607857	6	54607857	0.731729
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G190800	6	54515866	54518451	68	2.240513e-17	SNP_54607857	6	54607857	0.94037
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G190950	6	54542436	54546965	73	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191000	6	54550904	54556449	76	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191200	6	54564733	54571518	92	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191400	6	54572867	54574215	96	2.240513e-17	SNP_54607857	6	54607857	0.959227
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191500	6	54575936	54579428	97	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191600	6	54579611	54584054	100	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191700	6	54588520	54591502	102	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191800	6	54592223	54592847	102	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G191900	6	54596778	54602763	102	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G192000	6	54602764	54604098	102	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G192200	6	54612740	54615938	87	2.240513e-17	SNP_54607857	6	54607857	0.716798
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G192266	6	54619528	54624676	92	2.240513e-17	SNP_54607857	6	54607857	0.649289
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G192332	6	54619574	54624871	92	2.240513e-17	SNP_54607857	6	54607857	0.649289
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G192400	6	54626363	54631210	102	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G193000	6	54656306	54657776	71	2.240513e-17	SNP_54607857	6	54607857	0.637215
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G194150	6	54733919	54738342	102	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G194300	6	54753099	54759119	89	2.240513e-17	SNP_54607857	6	54607857	0.926112
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G194400	6	54760888	54768413	81	2.240513e-17	SNP_54607857	6	54607857	0.9201
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G194500	6	54770726	54774534	79	2.240513e-17	SNP_54607857	6	54607857	0.9201
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G194600	6	54777885	54781107	79	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G194700	6	54782600	54783796	66	2.240513e-17	SNP_54607857	6	54607857	0.76474
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G194900	6	54794064	54794778	74	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G195000	6	54796693	54799179	73	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G195100	6	54802712	54804881	68	2.240513e-17	SNP_54607857	6	54607857	0.991298
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G195200	6	54823646	54831175	63	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G195400	6	54831292	54833038	60	2.240513e-17	SNP_54607857	6	54607857	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G195500	6	54837756	54854866	44	2.240513e-17	SNP_54607857	6	54607857	0.641026
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G406120	3	71322856	71325175	9	2.698367e-17	SNP_71414644	3	71414644	0.466075
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G406600	3	71419053	71424347	16	2.698367e-17	SNP_71414644	3	71414644	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G406800	3	71436261	71447004	16	2.698367e-17	SNP_71414644	3	71414644	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G406850	3	71437701	71438718	16	2.698367e-17	SNP_71414644	3	71414644	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G407200	3	71482355	71489364	12	2.698367e-17	SNP_71414644	3	71414644	0.503934
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G407300	3	71489991	71496210	10	2.698367e-17	SNP_71414644	3	71414644	0.567736
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G408800	3	71646982	71653480	9	2.698367e-17	SNP_71414644	3	71414644	0.452354
LIN	individual_lipids_final	FA(22:1)	SORBI_3003G409000	3	71660754	71662368	15	2.698367e-17	SNP_71414644	3	71414644	0.51273
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G188900	6	54343685	54347919	49	3.340361e-17	SNP_54591495	6	54591495	0.722479
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G215100	10	55799766	55802961	18	3.794408e-17	SNP_56039895	10	56039895	0.549718
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G215201	10	55802348	55808868	18	3.794408e-17	SNP_56039895	10	56039895	0.703357
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G215300	10	55818499	55820486	18	3.794408e-17	SNP_56039895	10	56039895	0.699171
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G215400	10	55828346	55836139	18	3.794408e-17	SNP_56039895	10	56039895	0.703357
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G215500	10	55836741	55840286	18	3.794408e-17	SNP_56039895	10	56039895	0.694325
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G215600	10	55841949	55848293	7	3.794408e-17	SNP_56039895	10	56039895	0.464907
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G216500	10	55966647	55968029	17	3.794408e-17	SNP_56039895	10	56039895	1
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G217200	10	56020583	56024739	2	3.794408e-17	SNP_56039895	10	56039895	0.41719
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G217400	10	56029460	56037659	4	3.794408e-17	SNP_56039895	10	56039895	0.790126
LIN	individual_lipids_final	FA(22:1)	SORBI_3010G217466	10	56037103	56040185	4	3.794408e-17	SNP_56039895	10	56039895	1
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3001G271600	1	52499597	52501646	4	4.963947e-17	SNP_52507515	1	52507515	1
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3001G271801	1	52532710	52535285	3	4.963947e-17	SNP_52507515	1	52507515	0.693004
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3001G271900	1	52532674	52537767	3	4.963947e-17	SNP_52507515	1	52507515	0.693004
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3001G272100	1	52566502	52567659	3	4.963947e-17	SNP_52507515	1	52507515	0.668622
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3001G272300	1	52589826	52590617	3	4.963947e-17	SNP_52507515	1	52507515	0.741606
LIN	individual_lipids_final	FA(22:1)	SORBI_3006G188700	6	54303785	54306127	34	5.728618e-17	SNP_54552936	6	54552936	0.496119
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3003G224100	3	56007475	56011310	8	9.08081e-17	SNP_56014683	3	56014683	1
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3003G224300	3	56029607	56031125	8	9.08081e-17	SNP_56014683	3	56014683	1
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3003G224400	3	56034722	56040471	10	9.08081e-17	SNP_56014683	3	56014683	0.959601
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G053700	10	4215083	4216775	5	1.152137e-16	SNP_4429472	10	4429472	0.794806
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G053800	10	4218531	4228302	4	1.152137e-16	SNP_4429472	10	4429472	0.457833
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054000	10	4236766	4242247	8	1.152137e-16	SNP_4429472	10	4429472	0.838214
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054100	10	4243933	4256233	6	1.152137e-16	SNP_4429472	10	4429472	0.520395
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054150	10	4253498	4254577	5	1.152137e-16	SNP_4429472	10	4429472	0.492939
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054300	10	4262000	4265793	6	1.152137e-16	SNP_4429472	10	4429472	0.648511
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054400	10	4268508	4272050	6	1.152137e-16	SNP_4429472	10	4429472	0.766874
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054500	10	4273882	4275031	6	1.152137e-16	SNP_4429472	10	4429472	0.626184
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054600	10	4280739	4285969	2	1.152137e-16	SNP_4429472	10	4429472	0.415242
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054700	10	4289701	4295395	9	1.152137e-16	SNP_4429472	10	4429472	0.578574
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G054900	10	4293397	4298930	6	1.152137e-16	SNP_4429472	10	4429472	0.578574
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G055100	10	4308195	4313407	8	1.152137e-16	SNP_4429472	10	4429472	0.514974
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G055200	10	4316297	4324195	5	1.152137e-16	SNP_4429472	10	4429472	0.825325
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G055300	10	4315623	4318903	5	1.152137e-16	SNP_4429472	10	4429472	0.825325
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G055400	10	4320373	4324121	5	1.152137e-16	SNP_4429472	10	4429472	0.806472
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G055500	10	4324391	4328083	5	1.152137e-16	SNP_4429472	10	4429472	0.821482
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G055600	10	4327896	4338290	5	1.152137e-16	SNP_4429472	10	4429472	0.806472
LIN	individual_lipids_final	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	SORBI_3010G055700	10	4338496	4346168	5	1.152137e-16	SNP_4429472	10	4429472	0.819641
