GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3001G318500	Glutathione S-transferase	GLUTATHIONE S-TRANSFERASE (PTHR11260:SF770)	transferase(PC00220)	glutathione transferase activity(GO:0004364);transferase activity(GO:0016740)	glutathione metabolic process(GO:0006749)	cytoplasm(GO:0005737);cytosol(GO:0005829)	1	60671880	60673032	SNP_60651888	60651888	3.05E-16	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_60651888	1	3.2e-12; 3.1e-16; 1.2e-13; 3.5e-15; 4.0e-11; 1.3e-12; 3.7e-14; 5.2e-12; 9.7e-13; 2.3e-14; 2.4e-09
SORBI_3001G318600	glutathione transferase	GLUTATHIONE S-TRANSFERASE (PTHR11260:SF792)	transferase(PC00220)	glutathione transferase activity(GO:0004364);transferase activity(GO:0016740)	glutathione metabolic process(GO:0006749)	cytoplasm(GO:0005737)	1	60676363	60678263	SNP_60651888	60651888	3.05E-16	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_60651888	1	3.2e-12; 3.1e-16; 1.2e-13; 3.5e-15; 4.0e-11; 1.3e-12; 3.7e-14; 5.2e-12; 9.7e-13; 2.3e-14; 2.4e-09
SORBI_3007G111800	Storage protein	STORAGE PROTEIN (PTHR31210:SF95)					7	42565325	42572457	SNP_42553822	42553822	1.80E-13	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_42553822	1	8.1e-12; 1.8e-13; 7.7e-13; 3.4e-13; 3.8e-12; 1.8e-11; 1.2e-12; 1.1e-11; 1.5e-12; 6.1e-13; 1.8e-09
SORBI_3007G101800	Phosphofructokinase domain-containing protein	PYROPHOSPHATE--FRUCTOSE 6-PHOSPHATE 1-PHOSPHOTRANSFERASE SUBUNIT ALPHA (PTHR43650:SF8)	carbohydrate kinase(PC00065)	6-phosphofructokinase activity(GO:0003872);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872);diphosphate-fructose-6-phosphate 1-phosphotransferase activity(GO:0047334)	fructose 6-phosphate metabolic process(GO:0006002);glycolytic process(GO:0006096);response to glucose(GO:0009749);photosynthesis(GO:0015979);carbohydrate phosphorylation(GO:0046835);glycolytic process through fructose-6-phosphate(GO:0061615)	cytosol(GO:0005829)	7	26843061	26848085	SNP_26872358	26872358	3.88E-13	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); gibberellic acid	SNP_26872358; SNP_26871761	2	8.6e-11; 3.9e-13; 9.1e-12; 5.3e-13; 2.2e-10; 1.6e-10; 2.6e-12; 9.9e-10; 1.1e-11; 2.0e-12; 3.6e-09
SORBI_3005G208000							5	69439654	69445574	SNP_69466657	69466657	5.86E-13	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657	1	7.6e-12; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208100	Protein kinase domain-containing protein	CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 8 (PTHR27002:SF915)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	immune response(GO:0006955);signal transduction(GO:0007165)	plasma membrane(GO:0005886)	5	69450847	69463596	SNP_69466657	69466657	5.86E-13	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657	1	7.6e-12; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208200	Reticulon domain-containing protein						5	69471024	69476908	SNP_69466657	69466657	5.86E-13	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657	1	7.6e-12; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208275	Uncharacterized protein						5	69483055	69485289	SNP_69466657	69466657	5.86E-13	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657	1	7.6e-12; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208350	Secreted protein						5	69486744	69488963	SNP_69466657	69466657	5.86E-13	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657	1	7.6e-12; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3007G103350	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	7	29073128	29074987	SNP_29096133	29096133	1.06E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_29096133	1	8.7e-12; 1.3e-12; 7.2e-12; 5.9e-12; 5.3e-11; 1.1e-12; 9.7e-12; 1.8e-10; 2.3e-11; 3.6e-12; 4.5e-09
SORBI_3001G205800	Uncharacterized protein	LANC-LIKE PROTEIN 3 (PTHR12736:SF7)		metal ion binding(GO:0046872)	carbohydrate metabolic process(GO:0005975);regulation of abscisic acid-activated signaling pathway(GO:0009787);peptide modification(GO:0031179)		1	18795961	18798458	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3001G205900	Fe2OG dioxygenase domain-containing protein	OS10G0497800 PROTEIN (PTHR10869:SF243)	protein modifying enzyme(PC00260)	"procollagen-proline 4-dioxygenase activity(GO:0004656);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);L-ascorbic acid binding(GO:0031418);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213)"		endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789)	1	18798763	18802478	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3001G205950	Embryo surrounding factor 1 brassicaceae domain-containing protein						1	18807281	18807733	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3001G206000	Phospholipid_glycerol acyltransferase domain-containing protein	"1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE LPAT1, CHLOROPLASTIC (PTHR10434:SF60)"	acyltransferase(PC00042)	1-acylglycerol-3-phosphate O-acyltransferase activity(GO:0003841);transferase activity(GO:0016740);acyltransferase activity(GO:0016746)	phosphatidic acid biosynthetic process(GO:0006654)		1	18808475	18811149	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3001G206100	Wings apart-like protein C-terminal domain-containing protein	WINGS APART-LIKE PROTEIN HOMOLOG (PTHR22100:SF13)					1	18813072	18826471	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3001G206200	NADPH-protochlorophyllide oxidoreductase	"PROTOCHLOROPHYLLIDE REDUCTASE C, CHLOROPLASTIC (PTHR44419:SF20)"		oxidoreductase activity(GO:0016491);protochlorophyllide reductase activity(GO:0016630)	photosynthesis(GO:0015979);chlorophyll biosynthetic process(GO:0015995)	chloroplast(GO:0009507)	1	18836992	18839875	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3001G206300	Dof zinc finger protein	DOF ZINC FINGER PROTEIN (PTHR31992:SF241)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	1	18844481	18846180	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3001G206400	Fiber protein Fb34	"PROTEIN FB34, PUTATIVE, EXPRESSED-RELATED (PTHR31769:SF60)"				endomembrane system(GO:0012505)	1	18846644	18849823	SNP_18822314	18822314	2.56E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_18822314	1	1.3e-10; 1.2e-11; 5.1e-11; 2.6e-12; 1.3e-10; 2.5e-10; 8.5e-11; 1.4e-09; 3.4e-11; 2.4e-11; 4.5e-09
SORBI_3007G149900	Protein kinase domain-containing protein	OS08G0457400 PROTEIN (PTHR45621:SF218)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886)	7	58154754	58157722	SNP_58169638	58169638	3.89E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_58169638	1	2.5e-11; 3.9e-12; 3.2e-11; 6.8e-11; 7.0e-11; 5.4e-11; 4.3e-11; 1.6e-09; 1.4e-11; 2.2e-11; 1.7e-09
SORBI_3007G149950	Uncharacterized protein						7	58188662	58189682	SNP_58169638	58169638	3.89E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_58169638	1	2.5e-11; 3.9e-12; 3.2e-11; 6.8e-11; 7.0e-11; 5.4e-11; 4.3e-11; 1.6e-09; 1.4e-11; 2.2e-11; 1.7e-09
SORBI_3007G150000	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 16 (PTHR32285:SF235)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)		Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)	7	58190351	58192744	SNP_58169638	58169638	3.89E-12	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_58169638	1	2.5e-11; 3.9e-12; 3.2e-11; 6.8e-11; 7.0e-11; 5.4e-11; 4.3e-11; 1.6e-09; 1.4e-11; 2.2e-11; 1.7e-09
SORBI_3009G100900	CASP-like protein	CASP-LIKE PROTEIN 4B1 (PTHR33573:SF57)				plasma membrane(GO:0005886)	9	39974078	39976435	SNP_39964983	39964983	1.80E-11	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_39964983	1	2.3e-10; 3.2e-10; 2.3e-10; 1.8e-11; 8.5e-11; 2.1e-09; 3.9e-10; 9.5e-10; 2.8e-10; 2.0e-10; 3.2e-09
SORBI_3009G101000	Uncharacterized protein						9	39986874	39991328	SNP_39964983	39964983	1.80E-11	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_39964983	1	2.3e-10; 3.2e-10; 2.3e-10; 1.8e-11; 8.5e-11; 2.1e-09; 3.9e-10; 9.5e-10; 2.8e-10; 2.0e-10; 3.2e-09
