GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3003G082950	Reverse transcriptase zinc-binding domain-containing protein	OS03G0794050 PROTEIN (PTHR47746:SF85)					3	7104499	7104882	SNP_7081455	7081455	1.37E-12	5	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Oxo fatty acid (18:3); TG(14:0_18:3_18:3)"	SNP_7081455; SNP_7120849	2	4.0e-12; 4.0e-12; 5.3e-09; 3.8e-09; 1.4e-12
SORBI_3010G170550	Midasin			calmodulin binding(GO:0005516)			10	50197868	50199244	SNP_50213997	50213997	1.67E-12	5	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)"	SNP_50213997; SNP_50214823; SNP_50214902	3	2.5e-09; 4.3e-09; 1.4e-09; 1.7e-12; 1.5e-10
SORBI_3001G188500	Demeter RRM-fold domain-containing protein	OS02G0496500 PROTEIN (PTHR46213:SF4)	DNA-binding transcription factor(PC00218)	catalytic activity(GO:0003824);DNA N-glycosylase activity(GO:0019104);DNA demethylase activity(GO:0035514);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536)	DNA repair(GO:0006281);chromosomal 5-methylcytosine DNA demethylation pathway(GO:0141166)		1	16669311	16674786	SNP_16691193	16691193	1.89E-12	5	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Oxo fatty acid (18:3)"	SNP_16691193; SNP_16664627; SNP_16676885	3	1.9e-12; 5.4e-10; 5.4e-10; 6.2e-09; 7.1e-09
SORBI_3001G188600	Pentacotripeptide-repeat region of PRORP domain-containing protein	"BOX HELICASE FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR47932:SF74)"		mRNA binding(GO:0003729)			1	16676559	16679092	SNP_16691193	16691193	1.89E-12	5	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Oxo fatty acid (18:3)"	SNP_16691193; SNP_16664627; SNP_16676885	3	1.9e-12; 5.4e-10; 5.4e-10; 6.2e-09; 7.1e-09
SORBI_3001G188700	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	GH11935P (PTHR12692:SF0)	glycosyltransferase(PC00111)		protein N-linked glycosylation via asparagine(GO:0018279)	endoplasmic reticulum membrane(GO:0005789);oligosaccharyltransferase complex(GO:0008250)	1	16682554	16687670	SNP_16691193	16691193	1.89E-12	5	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Oxo fatty acid (18:3)"	SNP_16691193; SNP_16664627; SNP_16676885	3	1.9e-12; 5.4e-10; 5.4e-10; 6.2e-09; 7.1e-09
SORBI_3001G384200	Hexosyltransferase	GALACTURONOSYLTRANSFERASE 7-RELATED (PTHR32116:SF12)	transferase(PC00220)	glycosyltransferase activity(GO:0016757);polygalacturonate 4-alpha-galacturonosyltransferase activity(GO:0047262)	pectin biosynthetic process(GO:0045489);cell wall organization(GO:0071555)	Golgi membrane(GO:0000139)	1	67162638	67168151	SNP_67138483	67138483	2.00E-12	5	PC(16:0_22:5); PC(18:0_20:4); PC(18:1_24:1); PE(16:0_18:1); Ubidecarenone	SNP_67138483; SNP_67181489	2	1.3e-10; 5.2e-09; 2.0e-12; 4.7e-09; 3.2e-11
SORBI_3003G083000	GH10 domain-containing protein	OS01G0134800 PROTEIN (PTHR31490:SF42)	metalloprotease(PC00153)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);endo-1,4-beta-xylanase activity(GO:0031176)"	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);xylan catabolic process(GO:0045493)		3	7119755	7122824	SNP_7120849	7120849	3.97E-12	5	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Oxo fatty acid (18:3); TG(14:0_18:3_18:3)"	SNP_7120849; SNP_7104681	2	4.0e-12; 4.0e-12; 5.3e-09; 3.8e-09; 2.2e-09
SORBI_3003G083100	Uncharacterized protein						3	7123285	7123782	SNP_7120849	7120849	3.97E-12	5	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Oxo fatty acid (18:3); TG(14:0_18:3_18:3)"	SNP_7120849; SNP_7104681	2	4.0e-12; 4.0e-12; 5.3e-09; 3.8e-09; 2.2e-09
SORBI_3002G124700	Uncharacterized protein	AQUAPORIN PIP2-1-RELATED (PTHR45687:SF94)		water channel activity(GO:0015250);channel activity(GO:0015267)	water transport(GO:0006833);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)	2	16844700	16848362	SNP_16856847	16856847	6.17E-12	5	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_16856847	1	6.2e-12; 6.2e-12; 6.5e-09; 2.4e-09; 2.3e-09
SORBI_3002G124766	Uncharacterized protein						2	16850723	16851559	SNP_16856847	16856847	6.17E-12	5	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_16856847	1	6.2e-12; 6.2e-12; 6.5e-09; 2.4e-09; 2.3e-09
SORBI_3002G124832	Uncharacterized protein						2	16858710	16859748	SNP_16856847	16856847	6.17E-12	5	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_16856847	1	6.2e-12; 6.2e-12; 6.5e-09; 2.4e-09; 2.3e-09
SORBI_3002G124900	"ATP synthase subunit d, mitochondrial"	"ATP SYNTHASE SUBUNIT D, MITOCHONDRIAL (PTHR12700:SF12)"	ATP synthase(PC00002)	"proton transmembrane transporter activity(GO:0015078);proton-transporting ATP synthase activity, rotational mechanism(GO:0046933)"	monoatomic ion transport(GO:0006811);proton motive force-driven ATP synthesis(GO:0015986);proton transmembrane transport(GO:1902600)	mitochondrial inner membrane(GO:0005743);proton-transporting ATP synthase complex(GO:0045259)	2	16878217	16880818	SNP_16856847	16856847	6.17E-12	5	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_16856847	1	6.2e-12; 6.2e-12; 6.5e-09; 2.4e-09; 2.3e-09
SORBI_3009G020500	E3 UFM1-protein ligase 1 homolog	E3 UFM1-PROTEIN LIGASE 1 (PTHR31057:SF0)	ubiquitin-protein ligase(PC00234)	transferase activity(GO:0016740);UFM1 ligase activity(GO:0061666);UFM1 transferase activity(GO:0071568)	response to endoplasmic reticulum stress(GO:0034976);reticulophagy(GO:0061709);protein ufmylation(GO:0071569)	endoplasmic reticulum membrane(GO:0005789)	9	1825854	1835224	SNP_1850613	1850613	2.27E-11	5	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_1850613	1	2.3e-11; 6.1e-09; 2.3e-11; 6.9e-09; 1.7e-09
SORBI_3009G020600							9	1837111	1840350	SNP_1850613	1850613	2.27E-11	5	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_1850613	1	2.3e-11; 6.1e-09; 2.3e-11; 6.9e-09; 1.7e-09
SORBI_3009G020700	Ubiquitin-like domain-containing protein	CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 298 (PTHR13238:SF0)					9	1841496	1849425	SNP_1850613	1850613	2.27E-11	5	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_1850613	1	2.3e-11; 6.1e-09; 2.3e-11; 6.9e-09; 1.7e-09
SORBI_3009G020800	Uncharacterized protein						9	1847643	1848725	SNP_1850613	1850613	2.27E-11	5	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_1850613	1	2.3e-11; 6.1e-09; 2.3e-11; 6.9e-09; 1.7e-09
SORBI_3009G020900	Cation-transporting P-type ATPase N-terminal domain-containing protein	CALCIUM PUMP1 (PTHR42861:SF75)	primary active transporter(PC00068)	nucleotide binding(GO:0000166);P-type calcium transporter activity(GO:0005388);ATP binding(GO:0005524);P-type ion transporter activity(GO:0015662);ATP hydrolysis activity(GO:0016887);ATPase-coupled monoatomic cation transmembrane transporter activity(GO:0019829);metal ion binding(GO:0046872);metal ion transmembrane transporter activity(GO:0046873)	monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);intracellular calcium ion homeostasis(GO:0006874);calcium ion transmembrane transport(GO:0070588)	membrane(GO:0016020)	9	1858987	1863702	SNP_1850613	1850613	2.27E-11	5	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_1850613	1	2.3e-11; 6.1e-09; 2.3e-11; 6.9e-09; 1.7e-09
SORBI_3009G020950	Uncharacterized protein						9	1863845	1864492	SNP_1850613	1850613	2.27E-11	5	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_1850613	1	2.3e-11; 6.1e-09; 2.3e-11; 6.9e-09; 1.7e-09
SORBI_3010G170150	Protein kinase domain-containing protein	OS12G0608500 PROTEIN (PTHR27007:SF62)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	defense response to oomycetes(GO:0002229)	plasma membrane(GO:0005886)	10	50163162	50165306	SNP_50165496	50165496	5.49E-11	5	TG(18:0_18:2_18:3); TG(18:0_18:2_20:1); TG(18:1_18:1_20:3); TG(18:1_18:2_18:3); TG(18:2_20:3_22:0)	SNP_50165496; SNP_50153355	2	4.5e-09; 7.6e-09; 4.0e-09; 7.6e-09; 5.5e-11
SORBI_3010G170300	"4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucosidebeta-D-glucosidase"	BETA-GLUCOSIDASE 11 (PTHR10353:SF160)	glycosidase(PC00110)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422);hydrolase activity(GO:0016787)"	carbohydrate metabolic process(GO:0005975)		10	50166260	50169740	SNP_50165496	50165496	5.49E-11	5	TG(18:0_18:2_18:3); TG(18:0_18:2_20:1); TG(18:1_18:1_20:3); TG(18:1_18:2_18:3); TG(18:2_20:3_22:0)	SNP_50165496; SNP_50153355	2	4.5e-09; 7.6e-09; 4.0e-09; 7.6e-09; 5.5e-11
SORBI_3010G170400	Cytochrome P450 711A1	CYTOCHROME P450 FAMILY CYP711A MEMBER (PTHR24301:SF16)	isomerase(PC00135)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"			10	50177361	50180730	SNP_50165496	50165496	5.49E-11	5	TG(18:0_18:2_18:3); TG(18:0_18:2_20:1); TG(18:1_18:1_20:3); TG(18:1_18:2_18:3); TG(18:2_20:3_22:0)	SNP_50165496; SNP_50153355	2	4.5e-09; 7.6e-09; 4.0e-09; 7.6e-09; 5.5e-11
SORBI_3005G141000	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR31549:SF163)					5	59801136	59805960	SNP_59815319	59815319	2.84E-09	5	TG(16:1_20:1_20:2); TG(18:0_18:2_20:1); TG(18:1_18:1_20:3); TG(18:1_18:2_18:3); TG(18:2_18:2_22:1)	SNP_59815319	1	5.3e-09; 2.8e-09; 4.6e-09; 2.8e-09; 2.9e-09
SORBI_3010G170000	O-acyltransferase	DIACYLGLYCEROL O-ACYLTRANSFERASE 1 (PTHR10408:SF7)	acyltransferase(PC00042)	diacylglycerol O-acyltransferase activity(GO:0004144);O-acyltransferase activity(GO:0008374);transferase activity(GO:0016740);acyltransferase activity(GO:0016746)	triglyceride biosynthetic process(GO:0019432)	endoplasmic reticulum membrane(GO:0005789);chloroplast envelope(GO:0009941)	10	50099836	50118712	SNP_50134510	50134510	3.16E-15	4	TG(18:1_18:3_22:0); TG(18:2_18:2_18:4); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_50134510	1	2.6e-09; 4.1e-11; 3.2e-15; 5.5e-11
SORBI_3010G169900	Serine_threonine-protein phosphatase 2A 55 kDa regulatory subunit B	SERINE_THREONINE PROTEIN PHOSPHATASE 2A 55 KDA REGULATORY SUBUNIT B ALPHA ISOFORM (PTHR11871:SF28)	protein phosphatase(PC00195)	protein phosphatase regulator activity(GO:0019888)		protein phosphatase type 2A complex(GO:0000159);cytosol(GO:0005829)	10	50073005	50084642	SNP_50099949	50099949	1.48E-14	4	TG(18:1_18:3_22:0); TG(18:2_18:2_18:4); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_50099949	1	2.9e-09; 9.2e-11; 1.5e-14; 1.6e-10
SORBI_3010G169950	Uncharacterized protein						10	50082175	50082494	SNP_50099949	50099949	1.48E-14	4	TG(18:1_18:3_22:0); TG(18:2_18:2_18:4); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_50099949	1	2.9e-09; 9.2e-11; 1.5e-14; 1.6e-10
SORBI_3001G028400	Transmembrane protein 184A	IP17403P (PTHR23423:SF17)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)	1	2238553	2242355	SNP_2245026	2245026	2.49E-13	4	FA(22:1); PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2)	SNP_2245026; SNP_2236142	2	2.5e-13; 9.5e-12; 2.9e-09; 8.2e-09
SORBI_3001G028500	SPX domain-containing protein	SPX DOMAIN-CONTAINING PROTEIN 4 (PTHR45978:SF7)			cellular response to phosphate starvation(GO:0016036);cellular response to cold(GO:0070417)		1	2241769	2246330	SNP_2245026	2245026	2.49E-13	4	FA(22:1); PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2)	SNP_2245026; SNP_2236142	2	2.5e-13; 9.5e-12; 2.9e-09; 8.2e-09
SORBI_3001G028600	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33872:SF8)	DNA metabolism protein(PC00009)				1	2247054	2248954	SNP_2245026	2245026	2.49E-13	4	FA(22:1); PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2)	SNP_2245026; SNP_2236142	2	2.5e-13; 9.5e-12; 2.9e-09; 8.2e-09
SORBI_3001G028700	Uncharacterized protein	S-ADENOSYL-L-METHIONINE-DEPENDENT METHYLTRANSFERASES SUPERFAMILY PROTEIN (PTHR14614:SF97)	protein modifying enzyme(PC00260)	protein methyltransferase activity(GO:0008276)			1	2248934	2252167	SNP_2245026	2245026	2.49E-13	4	FA(22:1); PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2)	SNP_2245026; SNP_2236142	2	2.5e-13; 9.5e-12; 2.9e-09; 8.2e-09
SORBI_3001G028800	HD-ZIP protein N-terminal domain-containing protein	DNA POLYMERASE EPSILON CATALYTIC SUBUNIT A (PTHR33872:SF2)	DNA metabolism protein(PC00009)				1	2252387	2253722	SNP_2245026	2245026	2.49E-13	4	FA(22:1); PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2)	SNP_2245026; SNP_2236142	2	2.5e-13; 9.5e-12; 2.9e-09; 8.2e-09
SORBI_3001G028900	Ubiquitin-like protease family profile domain-containing protein	UBIQUITIN-LIKE PROTEASE FAMILY PROFILE DOMAIN-CONTAINING PROTEIN (PTHR12606:SF113)	protease(PC00190)	peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787);deSUMOylase activity(GO:0016929)	proteolysis(GO:0006508);protein desumoylation(GO:0016926)	nucleus(GO:0005634)	1	2255768	2261466	SNP_2245026	2245026	2.49E-13	4	FA(22:1); PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2)	SNP_2245026; SNP_2236142	2	2.5e-13; 9.5e-12; 2.9e-09; 8.2e-09
SORBI_3002G116900	Uncharacterized protein	OS07G0418000 PROTEIN (PTHR15157:SF25)		SNARE binding(GO:0000149)	SNARE complex assembly(GO:0035493)	lytic vacuole(GO:0000323);endosome(GO:0005768)	2	14463850	14467901	SNP_14489897	14489897	3.76E-13	4	TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14489897	1	4.5e-11; 1.1e-10; 9.6e-12; 3.8e-13
SORBI_3002G117000	ATG8-interacting protein 1	OS07G0418200 PROTEIN (PTHR34797:SF3)					2	14472063	14475456	SNP_14489897	14489897	3.76E-13	4	TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14489897	1	4.5e-11; 1.1e-10; 9.6e-12; 3.8e-13
SORBI_3002G117100	Protein kinase domain-containing protein	CYCLIN-DEPENDENT KINASE G-1 (PTHR24055:SF585)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	regulation of transcription by RNA polymerase II(GO:0006357);intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737)	2	14477359	14478852	SNP_14489897	14489897	3.76E-13	4	TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14489897	1	4.5e-11; 1.1e-10; 9.6e-12; 3.8e-13
SORBI_3002G117200	Potassium channel tetramerisation-type BTB domain-containing protein	GH08630P (PTHR14499:SF136)	scaffold/adaptor protein(PC00226)		protein homooligomerization(GO:0051260)		2	14480679	14483725	SNP_14489897	14489897	3.76E-13	4	TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14489897	1	4.5e-11; 1.1e-10; 9.6e-12; 3.8e-13
