Ontology	Layer	Condition	Class	Term	GO	Genes	Background	Intervals	Fold	q_gene	q_LD	Overlap_genes
BP	Individual lipid species	LIN	TG	phospholipid transport	GO:0015914	3	21	3	5.31	0.113	0.0405	SORBI_3001G118300;SORBI_3001G251200;SORBI_3010G171000
BP	Individual lipid species	LIN	TG	mitochondrion organization	GO:0007005	3	24	3	4.65	0.12	0.0405	SORBI_3001G042200;SORBI_3001G127500;SORBI_3001G134400
BP	Individual lipid species	LIN	TG	calcium ion transmembrane transport	GO:0070588	4	41	3	3.63	0.116	0.0405	SORBI_3001G103300;SORBI_3002G253800;SORBI_3003G184765;SORBI_3003G184800
BP	Individual lipid species	LIN	TG	intracellular signal transduction	GO:0035556	7	137	7	1.9	0.228	0.0405	SORBI_3001G117200;SORBI_3002G114800;SORBI_3002G117100;SORBI_3005G220200;SORBI_3008G015600;SORBI_3008G077600;SORBI_3009G038900
BP	Individual lipid species	LIN	TG	regulation of DNA-templated transcription	GO:0006355	36	1464	28	0.91	0.833	0.0405	SORBI_3001G030800;SORBI_3001G034300;SORBI_3001G036800;SORBI_3001G037000;SORBI_3001G040900;SORBI_3001G102300;SORBI_3001G106000;SORBI_3001G106200;SORBI_3001G116900;SORBI_3001G127800;SORBI_3001G183100;SORBI_3001G286700;SORBI_3002G050700;SORBI_3002G114200;SORBI_3002G116600;SORBI_3002G221400;SORBI_3002G253000;SORBI_3003G040800;SORBI_3003G041400;SORBI_3003G081000;SORBI_3003G186200;SORBI_3003G200700;SORBI_3003G385100;SORBI_3004G126900;SORBI_3004G184200;SORBI_3007G011900;SORBI_3007G013800;SORBI_3008G072800;SORBI_3008G072900;SORBI_3008G082000;SORBI_3008G088848;SORBI_3008G149650;SORBI_3009G077100;SORBI_3009G083800;SORBI_3010G116200;SORBI_3010G170600
BP	Individual lipid species	LIN	TG	anther dehiscence	GO:0009901	2	6	2	12.39	0.0916	0.048	SORBI_3001G045400;SORBI_3001G106200
BP	Individual lipid species	LIN	TG	transcription-coupled nucleotide-excision repair	GO:0006283	2	8	2	9.29	0.113	0.048	SORBI_3002G374200;SORBI_3003G107500
BP	Individual lipid species	LIN	TG	ribosomal large subunit export from nucleus	GO:0000055	2	9	3	8.26	0.113	0.048	SORBI_3002G114900;SORBI_3003G366850
BP	Individual lipid species	LIN	TG	ribosomal small subunit export from nucleus	GO:0000056	2	9	3	8.26	0.113	0.048	SORBI_3002G114900;SORBI_3003G366850
BP	Individual lipid species	LIN	TG	signal transduction	GO:0007165	8	167	3	1.78	0.228	0.048	SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G045000;SORBI_3004G045100;SORBI_3004G045500;SORBI_3004G045700;SORBI_3008G016200;SORBI_3008G077600
BP	Individual lipid species	LIN	TG	DNA repair	GO:0006281	7	151	6	1.72	0.281	0.048	SORBI_3001G211500;SORBI_3001G262700;SORBI_3001G262900;SORBI_3003G107500;SORBI_3004G151000;SORBI_3004G181500;SORBI_3008G101300
BP	Individual lipid species	LIN	TG	phospholipid translocation	GO:0045332	2	9	2	8.26	0.113	0.0495	SORBI_3001G251200;SORBI_3010G171000
BP	Individual lipid species	LIN	TG	calcium ion transport	GO:0006816	2	11	2	6.76	0.138	0.0546	SORBI_3001G103300;SORBI_3003G184800
BP	Individual lipid species	LIN	TG	chloride transport	GO:0006821	2	11	2	6.76	0.138	0.0546	SORBI_3001G128300;SORBI_3003G271400
BP	Individual lipid species	LIN	TG	lignan biosynthetic process	GO:0009807	2	2	1	37.16	0.0175	0.055	SORBI_3008G106700;SORBI_3008G106800
BP	Individual lipid species	LIN	TG	response to herbicide	GO:0009635	3	15	1	7.43	0.0762	0.055	SORBI_3009G043600;SORBI_3009G043700;SORBI_3009G044000
BP	Individual lipid species	LIN	TG	intra-Golgi vesicle-mediated transport	GO:0006891	3	30	2	3.72	0.167	0.0582	SORBI_3001G118200;SORBI_3004G088450;SORBI_3004G088501
BP	Individual lipid species	LIN	TG	regulation of transcription by RNA polymerase II	GO:0006357	14	442	11	1.18	0.455	0.0582	SORBI_3001G102300;SORBI_3001G106000;SORBI_3001G106200;SORBI_3001G127800;SORBI_3001G286700;SORBI_3002G117100;SORBI_3004G134700;SORBI_3004G140501;SORBI_3004G184200;SORBI_3005G204600;SORBI_3007G013800;SORBI_3008G072800;SORBI_3008G072900;SORBI_3010G170600
BP	Individual lipid species	LIN	TG	chloride transmembrane transport	GO:1902476	2	12	2	6.19	0.151	0.0593	SORBI_3001G128300;SORBI_3003G271400
BP	Individual lipid species	LIN	TG	heterochromatin formation	GO:0031507	3	37	3	3.01	0.228	0.0648	SORBI_3001G009700;SORBI_3001G261585;SORBI_3003G041400
BP	Individual lipid species	LIN	TG	leaf development	GO:0048366	2	14	2	5.31	0.176	0.0671	SORBI_3001G101700;SORBI_3008G100700
BP	Individual lipid species	LIN	TG	xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1990961	4	47	4	3.16	0.147	0.0671	SORBI_3001G012600;SORBI_3001G481800;SORBI_3002G311200;SORBI_3008G019400
BP	Individual lipid species	LIN	TG	oxylipin biosynthetic process	GO:0031408	3	24	2	4.65	0.12	0.0675	SORBI_3001G125800;SORBI_3003G385500;SORBI_3003G385900
BP	Individual lipid species	LIN	TG	triglyceride biosynthetic process	GO:0019432	2	15	2	4.96	0.193	0.0709	SORBI_3009G072700;SORBI_3010G170000
BP	Individual lipid species	LIN	TG	chromatin organization	GO:0006325	5	75	5	2.48	0.176	0.0709	SORBI_3001G037000;SORBI_3001G134300;SORBI_3001G261585;SORBI_3007G011900;SORBI_3009G042600
BP	Individual lipid species	LIN	TG	response to other organism	GO:0051707	6	128	5	1.74	0.297	0.0709	SORBI_3001G115400;SORBI_3001G125800;SORBI_3002G111900;SORBI_3003G385500;SORBI_3003G385900;SORBI_3005G220200
BP	Individual lipid species	LIN	TG	sterol biosynthetic process	GO:0016126	2	14	2	5.31	0.176	0.0789	SORBI_3003G106600;SORBI_3004G140300
BP	Individual lipid species	LIN	TG	protein export from nucleus	GO:0006611	2	14	3	5.31	0.176	0.0798	SORBI_3002G114900;SORBI_3003G366850
BP	Individual lipid species	LIN	TG	microtubule-based process	GO:0007017	3	37	3	3.01	0.228	0.0798	SORBI_3002G338800;SORBI_3003G185300;SORBI_3008G123000
BP	Individual lipid species	LIN	TG	starch biosynthetic process	GO:0019252	2	23	3	3.23	0.293	0.104	SORBI_3001G134100;SORBI_3002G116000
BP	Individual lipid species	LIN	TG	glutathione metabolic process	GO:0006749	5	85	4	2.19	0.228	0.104	SORBI_3003G184600;SORBI_3009G043600;SORBI_3009G043700;SORBI_3009G044000;SORBI_3010G175800
BP	Individual lipid species	LIN	TG	protein refolding	GO:0042026	3	47	3	2.37	0.297	0.107	SORBI_3001G032700;SORBI_3001G129000;SORBI_3008G088200
BP	Individual lipid species	LIN	TG	protein ubiquitination	GO:0016567	14	476	7	1.09	0.557	0.115	SORBI_3001G036600;SORBI_3001G045300;SORBI_3001G211700;SORBI_3002G254000;SORBI_3005G189900;SORBI_3005G190000;SORBI_3005G190100;SORBI_3005G190200;SORBI_3005G190500;SORBI_3005G190600;SORBI_3005G190900;SORBI_3005G191000;SORBI_3007G011400;SORBI_3008G105000
BP	Individual lipid species	LIN	TG	potassium ion transport	GO:0006813	2	26	2	2.86	0.322	0.115	SORBI_3004G043600;SORBI_3010G153700
BP	Individual lipid species	LIN	TG	defense response	GO:0006952	6	164	6	1.36	0.442	0.115	SORBI_3001G105900;SORBI_3004G048300;SORBI_3005G190300;SORBI_3005G220200;SORBI_3005G223925;SORBI_3010G170500
BP	Individual lipid species	LIN	TG	xylan catabolic process	GO:0045493	2	20	1	3.72	0.263	0.131	SORBI_3003G082700;SORBI_3003G083000
BP	Individual lipid species	LIN	TG	response to wounding	GO:0009611	4	61	3	2.44	0.228	0.133	SORBI_3001G125800;SORBI_3003G385500;SORBI_3003G385900;SORBI_3010G132200
BP	Individual lipid species	LIN	TG	response to hydrogen peroxide	GO:0042542	2	28	2	2.65	0.352	0.137	SORBI_3003G082500;SORBI_3003G385100
BP	Individual lipid species	LIN	TG	lipid biosynthetic process	GO:0008610	3	60	2	1.86	0.395	0.137	SORBI_3001G135600;SORBI_3008G076200;SORBI_3008G076250
BP	Individual lipid species	LIN	TG	proton transmembrane transport	GO:1902600	4	101	4	1.47	0.446	0.137	SORBI_3003G184800;SORBI_3004G043600;SORBI_3008G021200;SORBI_3009G042700
BP	Individual lipid species	LIN	TG	modification-dependent protein catabolic process	GO:0019941	2	26	2	2.86	0.322	0.14	SORBI_3001G036600;SORBI_3001G045300
BP	Individual lipid species	LIN	TG	defense response to bacterium	GO:0042742	3	59	3	1.89	0.392	0.144	SORBI_3001G032400;SORBI_3005G223925;SORBI_3008G101100
BP	Individual lipid species	LIN	TG	amino acid transmembrane transport	GO:0003333	2	25	2	2.97	0.313	0.144	SORBI_3008G088500;SORBI_3010G116400
BP	Individual lipid species	LIN	TG	innate immune response-activating signaling pathway	GO:0002758	2	27	2	2.75	0.336	0.145	SORBI_3005G223925;SORBI_3008G101100
BP	Individual lipid species	LIN	TG	defense response to other organism	GO:0098542	3	66	3	1.69	0.437	0.145	SORBI_3001G128100;SORBI_3004G182000;SORBI_3009G073300
BP	Individual lipid species	LIN	TG	defense response to oomycetes	GO:0002229	2	29	2	2.56	0.361	0.149	SORBI_3001G032400;SORBI_3010G170150
BP	Individual lipid species	LIN	TG	intermembrane lipid transfer	GO:0120009	2	29	2	2.56	0.361	0.149	SORBI_3001G118300;SORBI_3004G158100
BP	Individual lipid species	LIN	TG	plant-type hypersensitive response	GO:0009626	2	29	2	2.56	0.361	0.151	SORBI_3005G223925;SORBI_3008G101100
BP	Individual lipid species	LIN	TG	leaf senescence	GO:0010150	2	32	2	2.32	0.392	0.151	SORBI_3003G365400;SORBI_3009G077100
BP	Individual lipid species	LIN	TG	positive regulation of cytoplasmic translation	GO:2000767	9	213	9	1.57	0.29	0.155	SORBI_3001G262601;SORBI_3002G149101;SORBI_3003G165551;SORBI_3003G184732;SORBI_3006G033320;SORBI_3006G040401;SORBI_3008G072850;SORBI_3008G088827;SORBI_3010G137333
BP	Individual lipid species	LIN	TG	DNA damage response	GO:0006974	2	36	2	2.06	0.434	0.155	SORBI_3002G116300;SORBI_3003G041700
BP	Individual lipid species	LIN	TG	protein transport	GO:0015031	3	70	3	1.59	0.448	0.155	SORBI_3001G041600;SORBI_3004G048000;SORBI_3008G088803
BP	Individual lipid species	LIN	TG	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	GO:0006890	2	34	1	2.19	0.415	0.156	SORBI_3004G088450;SORBI_3004G088501
BP	Individual lipid species	LIN	TG	positive regulation of transcription by RNA polymerase II	GO:0045944	4	113	3	1.32	0.524	0.16	SORBI_3001G041700;SORBI_3007G013800;SORBI_3008G072800;SORBI_3008G072900
BP	Individual lipid species	LIN	TG	response to heat	GO:0009408	2	37	2	2.01	0.437	0.171	SORBI_3003G082500;SORBI_3010G170600
BP	Individual lipid species	LIN	TG	DNA-templated transcription	GO:0006351	4	114	4	1.3	0.53	0.171	SORBI_3002G374200;SORBI_3003G081000;SORBI_3004G043750;SORBI_3004G088200
BP	Individual lipid species	LIN	TG	MAPK cascade	GO:0000165	2	39	2	1.91	0.442	0.172	SORBI_3001G115400;SORBI_3009G038900
BP	Individual lipid species	LIN	TG	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888	3	83	2	1.34	0.543	0.174	SORBI_3002G223000;SORBI_3004G088450;SORBI_3004G088501
BP	Individual lipid species	LIN	TG	regulation of flower development	GO:0009909	2	41	2	1.81	0.455	0.179	SORBI_3001G036800;SORBI_3006G036300
BP	Individual lipid species	LIN	TG	base-excision repair	GO:0006284	2	31	1	2.4	0.387	0.181	SORBI_3001G262700;SORBI_3001G262900
BP	Individual lipid species	LIN	TG	response to hormone	GO:0009725	2	51	2	1.46	0.554	0.227	SORBI_3003G385100;SORBI_3004G181800
BP	Individual lipid species	LIN	TG	carbohydrate transmembrane transport	GO:0034219	2	47	2	1.58	0.524	0.246	SORBI_3003G269300;SORBI_3004G136600
BP	Individual lipid species	LIN	TG	vesicle-mediated transport	GO:0016192	4	141	4	1.05	0.666	0.247	SORBI_3001G041600;SORBI_3001G114000;SORBI_3004G184000;SORBI_3008G106900
BP	Individual lipid species	LIN	TG	monoatomic ion transmembrane transport	GO:0034220	2	54	2	1.38	0.579	0.248	SORBI_3002G321400;SORBI_3010G153700
BP	Individual lipid species	LIN	TG	phenylpropanoid biosynthetic process	GO:0009699	2	51	2	1.46	0.554	0.251	SORBI_3005G183600;SORBI_3009G021600
BP	Individual lipid species	LIN	TG	intracellular protein transport	GO:0006886	4	142	5	1.05	0.668	0.251	SORBI_3001G041600;SORBI_3001G114000;SORBI_3002G114900;SORBI_3005G194500
BP	Individual lipid species	LIN	TG	lipid metabolic process	GO:0006629	6	249	7	0.9	0.775	0.267	SORBI_3001G041900;SORBI_3001G106400;SORBI_3001G117000;SORBI_3001G135600;SORBI_3001G213300;SORBI_3002G394100
BP	Individual lipid species	LIN	TG	carbohydrate metabolic process	GO:0005975	10	466	9	0.8	0.876	0.291	SORBI_3001G045400;SORBI_3002G114700;SORBI_3003G082700;SORBI_3003G083000;SORBI_3003G364600;SORBI_3006G063600;SORBI_3009G213100;SORBI_3010G106900;SORBI_3010G132400;SORBI_3010G170300
BP	Individual lipid species	LIN	TG	monoatomic cation transport	GO:0006812	2	61	2	1.22	0.637	0.306	SORBI_3003G184800;SORBI_3009G042700
BP	Individual lipid species	LIN	TG	chromatin remodeling	GO:0006338	3	115	3	0.97	0.725	0.306	SORBI_3001G036050;SORBI_3001G251600;SORBI_3003G107500
BP	Individual lipid species	LIN	TG	rRNA processing	GO:0006364	2	77	2	0.97	0.735	0.352	SORBI_3001G104300;SORBI_3001G249400
BP	Individual lipid species	LIN	TG	translation	GO:0006412	6	309	5	0.72	0.903	0.378	SORBI_3001G031800;SORBI_3001G034200;SORBI_3003G113400;SORBI_3004G045300;SORBI_3008G098800;SORBI_3009G077200
BP	Individual lipid species	LIN	TG	negative regulation of DNA-templated transcription	GO:0045892	2	85	2	0.87	0.781	0.388	SORBI_3001G106200;SORBI_3009G039800
BP	Individual lipid species	LIN	TG	proteolysis	GO:0006508	9	474	8	0.71	0.933	0.388	SORBI_3001G036300;SORBI_3001G320000;SORBI_3002G065400;SORBI_3002G111000;SORBI_3008G119900;SORBI_3009G042200;SORBI_3010G126100;SORBI_3010G126400;SORBI_3010G126500
BP	Individual lipid species	LIN	TG	fatty acid biosynthetic process	GO:0006633	2	75	2	0.99	0.725	0.435	SORBI_3002G111500;SORBI_3010G108301
BP	Individual lipid species	LIN	TG	cellular oxidant detoxification	GO:0098869	4	202	4	0.74	0.869	0.445	SORBI_3001G119400;SORBI_3006G243600;SORBI_3008G088845;SORBI_3009G113700
BP	Individual lipid species	LIN	TG	cell surface receptor signaling pathway	GO:0007166	2	102	1	0.73	0.846	0.467	SORBI_3006G243700;SORBI_3006G243800
BP	Individual lipid species	LIN	TG	response to stress	GO:0006950	2	110	2	0.68	0.869	0.508	SORBI_3001G115400;SORBI_3008G076200
BP	Individual lipid species	LIN	TG	ubiquitin-dependent protein catabolic process	GO:0006511	3	168	3	0.66	0.901	0.508	SORBI_3001G040500;SORBI_3001G136900;SORBI_3006G036400
BP	Individual lipid species	LIN	TG	response to oxidative stress	GO:0006979	3	178	3	0.63	0.906	0.549	SORBI_3006G243600;SORBI_3008G088845;SORBI_3009G113700
BP	Individual lipid species	LIN	TG	hydrogen peroxide catabolic process	GO:0042744	2	144	2	0.52	0.935	0.646	SORBI_3006G243600;SORBI_3009G113700
BP	Individual lipid species	LIN	TG	RNA modification	GO:0009451	3	255	3	0.44	0.978	0.763	SORBI_3002G111700;SORBI_3008G149200;SORBI_3009G042500
CC	Class sums and ratios	CTL	AEG	plasma membrane	GO:0005886	2	1174	2	3.13	0.361	0.088	SORBI_3001G254000;SORBI_3001G258000
CC	Class sums and ratios	CTL	Cer	nucleus	GO:0005634	2	3510	1	1.92	0.441	0.183	SORBI_3006G010000;SORBI_3006G010600
CC	Class sums and ratios	CTL	GalCer	cytosol	GO:0005829	2	609	2	4.73	0.275	0.0843	SORBI_3001G259000;SORBI_3006G010600
CC	Class sums and ratios	CTL	GalCer	nucleus	GO:0005634	2	3510	1	0.82	0.728	0.261	SORBI_3006G010000;SORBI_3006G010600
CC	Class sums and ratios	CTL	PA	nucleus	GO:0005634	5	3510	2	2.87	0.203	0.0805	SORBI_3005G013500;SORBI_3005G013600;SORBI_3005G014100;SORBI_3005G014200;SORBI_3005G014800
CC	Class sums and ratios	CTL	PE	plasma membrane	GO:0005886	2	1174	2	4.3	0.275	0.0843	SORBI_3001G257100;SORBI_3001G258000
CC	Class sums and ratios	CTL	PS	plasma membrane	GO:0005886	3	1174	4	1.91	0.377	0.0891	SORBI_3001G254000;SORBI_3001G257100;SORBI_3001G258000
CC	Class sums and ratios	CTL	PS	cytosol	GO:0005829	2	609	2	2.45	0.377	0.0916	SORBI_3001G259000;SORBI_3006G010600
CC	Class sums and ratios	CTL	PS	nucleus	GO:0005634	5	3510	3	1.06	0.632	0.132	SORBI_3001G254200;SORBI_3005G014200;SORBI_3005G014800;SORBI_3006G010000;SORBI_3006G010600
CC	Class sums and ratios	CTL	PS	cytoplasm	GO:0005737	2	1770	2	0.84	0.728	0.481	SORBI_3005G012200;SORBI_3006G010100
CC	Class sums and ratios	CTL	TG	nucleus	GO:0005634	2	3510	1	1.64	0.482	0.184	SORBI_3006G010000;SORBI_3006G010600
CC	Class sums and ratios	LIN	AEG	endoplasmic reticulum membrane	GO:0005789	6	414	2	7.7	0.00157	0.00204	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	AEG	nucleus	GO:0005634	10	3510	4	1.51	0.272	0.0422	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	AEG	nucleolus	GO:0005730	2	203	2	5.23	0.193	0.0756	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	AEG	endomembrane system	GO:0012505	2	309	2	3.44	0.272	0.0874	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	AEG	membrane	GO:0016020	4	3661	2	0.58	0.963	0.654	SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	Cer	nucleus	GO:0005634	9	3510	2	2.72	0.0187	0.000747	SORBI_3001G164800;SORBI_3001G165000;SORBI_3001G165100;SORBI_3001G165200;SORBI_3001G165301;SORBI_3001G165401;SORBI_3001G166700;SORBI_3005G100400;SORBI_3005G100500
CC	Class sums and ratios	LIN	Cer	membrane	GO:0016020	4	3661	3	1.16	0.649	0.223	SORBI_3001G164100;SORBI_3001G164200;SORBI_3008G078800;SORBI_3009G073100
CC	Class sums and ratios	LIN	DG	endoplasmic reticulum membrane	GO:0005789	7	414	3	8.12	0.000778	0.000166	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3005G105500
CC	Class sums and ratios	LIN	DG	nucleus	GO:0005634	10	3510	5	1.37	0.323	0.0431	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	DG	nucleolus	GO:0005730	2	203	2	4.73	0.198	0.0756	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	DG	endomembrane system	GO:0012505	2	309	2	3.11	0.288	0.0917	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	DG	membrane	GO:0016020	4	3661	2	0.52	0.963	0.669	SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	DGDG	endoplasmic reticulum membrane	GO:0005789	6	414	2	6.96	0.00239	0.000166	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	DGDG	nucleus	GO:0005634	10	3510	5	1.37	0.323	0.0446	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	DGDG	nucleolus	GO:0005730	2	203	2	4.73	0.198	0.0874	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	DGDG	endomembrane system	GO:0012505	2	309	2	3.11	0.288	0.112	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	DGDG	membrane	GO:0016020	7	3661	4	0.92	0.843	0.285	SORBI_3003G086300;SORBI_3003G378400;SORBI_3003G378500;SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	DGDG	plasma membrane	GO:0005886	2	1174	2	0.82	0.867	0.476	SORBI_3003G378400;SORBI_3004G007800
CC	Class sums and ratios	LIN	FA	membrane	GO:0016020	61	3661	22	1.47	0.00724	0.000166	SORBI_3001G026700;SORBI_3001G028400;SORBI_3001G031700;SORBI_3001G032200;SORBI_3001G032400;SORBI_3001G099400;SORBI_3001G099500;SORBI_3001G099600;SORBI_3001G100800;SORBI_3001G101100;SORBI_3001G103300;SORBI_3001G103900;SORBI_3001G401800;SORBI_3001G403200;SORBI_3001G403700;SORBI_3001G414400;SORBI_3001G414650;SORBI_3002G185300;SORBI_3002G185400;SORBI_3002G185500;SORBI_3002G185600;SORBI_3002G185800;SORBI_3002G188200;SORBI_3002G208900;SORBI_3002G209000;SORBI_3002G210300;SORBI_3002G210401;SORBI_3003G086300;SORBI_3003G089600;SORBI_3003G378400;SORBI_3003G378500;SORBI_3003G389800;SORBI_3003G390100;SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500;SORBI_3004G009900;SORBI_3004G010300;SORBI_3004G028000;SORBI_3004G028600;SORBI_3004G029900;SORBI_3004G059200;SORBI_3004G060900;SORBI_3004G061400;SORBI_3004G097200;SORBI_3004G341300;SORBI_3005G175500;SORBI_3006G183900;SORBI_3006G184400;SORBI_3006G191700;SORBI_3006G194600;SORBI_3006G194700;SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200;SORBI_3006G216800;SORBI_3006G219300;SORBI_3010G213400;SORBI_3010G215600;SORBI_3010G217400
CC	Class sums and ratios	LIN	FA	endomembrane system	GO:0012505	9	309	6	2.58	0.0454	0.00682	SORBI_3001G031900;SORBI_3001G032400;SORBI_3001G103900;SORBI_3003G390100;SORBI_3003G407300;SORBI_3004G007800;SORBI_3004G009400;SORBI_3004G009500;SORBI_3006G186800
CC	Class sums and ratios	LIN	FA	chromosome	GO:0005694	6	154	3	3.45	0.0453	0.0107	SORBI_3002G210200;SORBI_3004G007133;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G195500
CC	Class sums and ratios	LIN	FA	endoplasmic reticulum membrane	GO:0005789	9	414	6	1.92	0.175	0.0239	SORBI_3001G103900;SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3004G061900;SORBI_3010G213400
CC	Class sums and ratios	LIN	FA	U5 snRNP	GO:0005682	2	18	2	9.83	0.0843	0.0422	SORBI_3002G186000;SORBI_3004G002350
CC	Class sums and ratios	LIN	FA	Golgi membrane	GO:0000139	9	404	7	1.97	0.167	0.0422	SORBI_3001G406700;SORBI_3002G187100;SORBI_3002G187200;SORBI_3002G210300;SORBI_3002G210401;SORBI_3003G389800;SORBI_3003G410800;SORBI_3004G004300;SORBI_3004G007600
CC	Class sums and ratios	LIN	FA	mitochondrial membrane	GO:0031966	2	21	2	8.43	0.107	0.0504	SORBI_3001G403700;SORBI_3002G187500
CC	Class sums and ratios	LIN	FA	plasmodesma	GO:0009506	2	25	2	7.08	0.14	0.0572	SORBI_3004G060900;SORBI_3010G217400
CC	Class sums and ratios	LIN	FA	plasma membrane	GO:0005886	15	1174	11	1.13	0.527	0.0733	SORBI_3001G026700;SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G403200;SORBI_3002G187400;SORBI_3003G356600;SORBI_3003G378400;SORBI_3004G007800;SORBI_3004G029900;SORBI_3004G060900;SORBI_3004G062300;SORBI_3006G186800;SORBI_3006G187000;SORBI_3010G214800;SORBI_3010G217400
CC	Class sums and ratios	LIN	FA	nucleus	GO:0005634	34	3510	17	0.86	0.963	0.107	SORBI_3001G028200;SORBI_3001G030800;SORBI_3001G031600;SORBI_3001G099800;SORBI_3001G101700;SORBI_3001G102300;SORBI_3001G402300;SORBI_3001G404400;SORBI_3001G492900;SORBI_3002G187600;SORBI_3002G210200;SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G388000;SORBI_3003G389200;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000;SORBI_3004G009600;SORBI_3004G059300;SORBI_3004G059400;SORBI_3004G062100;SORBI_3004G066700;SORBI_3006G183800;SORBI_3006G184700;SORBI_3006G190800;SORBI_3006G191600;SORBI_3006G195500;SORBI_3010G215100
CC	Class sums and ratios	LIN	FA	nucleolus	GO:0005730	4	203	2	1.74	0.342	0.126	SORBI_3003G407600;SORBI_3003G407800;SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	FA	vacuolar membrane	GO:0005774	2	66	2	2.68	0.323	0.146	SORBI_3003G086300;SORBI_3006G219300
CC	Class sums and ratios	LIN	FA	vacuole	GO:0005773	2	62	2	2.86	0.322	0.182	SORBI_3002G186800;SORBI_3004G004800
CC	Class sums and ratios	LIN	FA	cytoplasm	GO:0005737	16	1770	12	0.8	0.963	0.215	SORBI_3001G032200;SORBI_3001G100400;SORBI_3001G101700;SORBI_3001G104300;SORBI_3001G492900;SORBI_3002G186300;SORBI_3003G378500;SORBI_3004G004400;SORBI_3004G066800;SORBI_3004G341900;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183600;SORBI_3006G194150;SORBI_3006G195500;SORBI_3006G219200
CC	Class sums and ratios	LIN	FA	endoplasmic reticulum	GO:0005783	5	393	5	1.13	0.649	0.244	SORBI_3001G032700;SORBI_3001G032800;SORBI_3003G087000;SORBI_3004G004300;SORBI_3004G028000
CC	Class sums and ratios	LIN	FA	ribosome	GO:0005840	3	277	3	0.96	0.816	0.438	SORBI_3001G100400;SORBI_3001G493001;SORBI_3004G008400
CC	Class sums and ratios	LIN	FA	extracellular region	GO:0005576	4	482	3	0.73	0.919	0.474	SORBI_3001G032100;SORBI_3003G088400;SORBI_3006G191700;SORBI_3006G194900
CC	Class sums and ratios	LIN	FA	chloroplast	GO:0009507	4	476	4	0.74	0.919	0.547	SORBI_3001G028100;SORBI_3001G100000;SORBI_3010G214100;SORBI_3010G215600
CC	Class sums and ratios	LIN	FA	cytosol	GO:0005829	4	609	4	0.58	0.963	0.669	SORBI_3003G087900;SORBI_3004G002350;SORBI_3004G066800;SORBI_3006G216800
