pathway_id	pathway_name	pathway_bg_count	pathway_test_count	expected	fold_enrichment	p_value	overlap_genes	p_adj_bh
path:sbi01110	Biosynthesis of secondary metabolites - Sorghum bicolor (sorghum)	163	136	139.461803844258	0.975177405218965	0.822416463193672	SORBI_3001G012000;SORBI_3001G012400;SORBI_3001G030500;SORBI_3001G030600;SORBI_3001G035600;SORBI_3001G041800;SORBI_3001G041900;SORBI_3001G045400;SORBI_3001G049600;SORBI_3001G100000;SORBI_3001G105900;SORBI_3001G116500;SORBI_3001G120400;SORBI_3001G155500;SORBI_3001G187800;SORBI_3001G189200;SORBI_3001G226600;SORBI_3001G230100;SORBI_3001G247600;SORBI_3001G263900;SORBI_3001G264500;SORBI_3001G293000;SORBI_3001G293200;SORBI_3001G293800;SORBI_3001G314000;SORBI_3001G314100;SORBI_3001G328100;SORBI_3001G333900;SORBI_3001G338900;SORBI_3001G360400;SORBI_3001G360700;SORBI_3001G360800;SORBI_3001G383400;SORBI_3001G384100;SORBI_3001G397000;SORBI_3001G401700;SORBI_3001G434700;SORBI_3001G478600;SORBI_3001G483400;SORBI_3001G495500;SORBI_3001G524500;SORBI_3001G528100;SORBI_3002G000600;SORBI_3002G003700;SORBI_3002G004700;SORBI_3002G009600;SORBI_3002G020100;SORBI_3002G072300;SORBI_3002G090900;SORBI_3002G116000;SORBI_3002G158900;SORBI_3002G179700;SORBI_3002G221900;SORBI_3002G262900;SORBI_3002G264300;SORBI_3003G076900;SORBI_3003G082800;SORBI_3003G082900;SORBI_3003G106300;SORBI_3003G106800;SORBI_3003G107400;SORBI_3003G107600;SORBI_3003G119900;SORBI_3003G120900;SORBI_3003G122100;SORBI_3003G167300;SORBI_3003G203600;SORBI_3003G269700;SORBI_3003G355200;SORBI_3003G373600;SORBI_3003G386000;SORBI_3003G393900;SORBI_3004G003900;SORBI_3004G004400;SORBI_3004G004500;SORBI_3004G010300;SORBI_3004G017700;SORBI_3004G044200;SORBI_3004G049800;SORBI_3004G050200;SORBI_3004G062000;SORBI_3004G113100;SORBI_3004G125800;SORBI_3004G140300;SORBI_3004G275600;SORBI_3004G310100;SORBI_3004G342000;SORBI_3005G056400;SORBI_3005G099500;SORBI_3005G101400;SORBI_3005G105700;SORBI_3005G115600;SORBI_3005G190800;SORBI_3005G217500;SORBI_3006G016900;SORBI_3006G063600;SORBI_3006G190900;SORBI_3006G214500;SORBI_3006G217000;SORBI_3006G220800;SORBI_3006G243200;SORBI_3006G243600;SORBI_3007G089900;SORBI_3007G207600;SORBI_3008G025700;SORBI_3008G123600;SORBI_3009G035100;SORBI_3009G043800;SORBI_3009G104800;SORBI_3009G112500;SORBI_3009G113700;SORBI_3010G032900;SORBI_3010G052200;SORBI_3010G080300;SORBI_3010G081600;SORBI_3010G090100;SORBI_3010G095000;SORBI_3010G107400;SORBI_3010G108100;SORBI_3010G124500;SORBI_3010G124600;SORBI_3010G124900;SORBI_3010G128300;SORBI_3010G128400;SORBI_3010G128700;SORBI_3010G140700;SORBI_3010G147500;SORBI_3010G149700;SORBI_3010G161600;SORBI_3010G162000;SORBI_3010G170300;SORBI_3010G170400;SORBI_3010G172200;SORBI_3010G214100;SORBI_3010G214900;SORBI_3010G215600	0.999228044077038
path:sbi00260	Glycine, serine and threonine metabolism - Sorghum bicolor (sorghum)	6	5	5.13356333169049	0.973982334869432	0.789708822340448	SORBI_3001G384100;SORBI_3003G373600;SORBI_3006G220800;SORBI_3010G090100;SORBI_3010G214100	0.999228044077038
path:sbi01040	Biosynthesis of unsaturated fatty acids - Sorghum bicolor (sorghum)	6	5	5.13356333169049	0.973982334869432	0.789708822340448	SORBI_3001G230100;SORBI_3001G265300;SORBI_3010G124500;SORBI_3010G124600;SORBI_3010G124900	0.999228044077038
path:sbi04626	Plant-pathogen interaction - Sorghum bicolor (sorghum)	23	19	19.6786594381469	0.965512923261871	0.770094192205552	SORBI_3001G264500;SORBI_3001G393500;SORBI_3001G495500;SORBI_3002G023300;SORBI_3002G114800;SORBI_3002G119400;SORBI_3002G179700;SORBI_3003G077800;SORBI_3003G082600;SORBI_3003G225200;SORBI_3004G003900;SORBI_3005G028700;SORBI_3006G217900;SORBI_3008G015600;SORBI_3009G033700;SORBI_3010G107400;SORBI_3010G108100;SORBI_3010G130700;SORBI_3010G148800	0.999228044077038
path:sbi00270	Cysteine and methionine metabolism - Sorghum bicolor (sorghum)	11	9	9.4115327747659	0.956273565144533	0.796003171464446	SORBI_3001G105900;SORBI_3002G221900;SORBI_3004G004400;SORBI_3004G004500;SORBI_3004G113100;SORBI_3005G110541;SORBI_3006G016900;SORBI_3006G214000;SORBI_3010G214100	0.999228044077038
path:sbi00941	Flavonoid biosynthesis - Sorghum bicolor (sorghum)	11	9	9.4115327747659	0.956273565144533	0.796003171464446	SORBI_3001G035600;SORBI_3001G360700;SORBI_3001G360800;SORBI_3003G082800;SORBI_3003G082900;SORBI_3004G050200;SORBI_3004G310100;SORBI_3009G043800;SORBI_3010G052200	0.999228044077038
path:sbi01212	Fatty acid metabolism - Sorghum bicolor (sorghum)	11	9	9.4115327747659	0.956273565144533	0.796003171464446	SORBI_3001G230100;SORBI_3001G265300;SORBI_3002G111500;SORBI_3009G152800;SORBI_3010G073500;SORBI_3010G124500;SORBI_3010G124600;SORBI_3010G124900;SORBI_3010G180400	0.999228044077038
path:sbi04141	Protein processing in endoplasmic reticulum - Sorghum bicolor (sorghum)	22	18	18.8230655495318	0.956273565144533	0.797892004980634	SORBI_3001G188700;SORBI_3001G333100;SORBI_3002G222200;SORBI_3002G227500;SORBI_3003G156400;SORBI_3004G026300;SORBI_3004G051700;SORBI_3005G040900;SORBI_3005G184200;SORBI_3007G157000;SORBI_3007G171700;SORBI_3008G088200;SORBI_3008G136000;SORBI_3010G051200;SORBI_3010G057633;SORBI_3010G125500;SORBI_3010G153100;SORBI_3010G213400	0.999228044077038
path:sbi01100	Metabolic pathways - Sorghum bicolor (sorghum)	255	207	218.176441596846	0.94877338031987	0.984892796557632	SORBI_3001G012000;SORBI_3001G012400;SORBI_3001G022900;SORBI_3001G026000;SORBI_3001G030500;SORBI_3001G030600;SORBI_3001G035600;SORBI_3001G036300;SORBI_3001G038000;SORBI_3001G041800;SORBI_3001G041900;SORBI_3001G044800;SORBI_3001G045400;SORBI_3001G049600;SORBI_3001G099100;SORBI_3001G100000;SORBI_3001G105900;SORBI_3001G116500;SORBI_3001G119400;SORBI_3001G120400;SORBI_3001G155500;SORBI_3001G187800;SORBI_3001G189200;SORBI_3001G189500;SORBI_3001G201900;SORBI_3001G226600;SORBI_3001G227800;SORBI_3001G230050;SORBI_3001G230100;SORBI_3001G230200;SORBI_3001G247600;SORBI_3001G252300;SORBI_3001G263900;SORBI_3001G264500;SORBI_3001G265300;SORBI_3001G293000;SORBI_3001G293200;SORBI_3001G293800;SORBI_3001G314000;SORBI_3001G314100;SORBI_3001G328100;SORBI_3001G333900;SORBI_3001G338400;SORBI_3001G360400;SORBI_3001G383100;SORBI_3001G383400;SORBI_3001G384100;SORBI_3001G384200;SORBI_3001G384600;SORBI_3001G395500;SORBI_3001G397000;SORBI_3001G401700;SORBI_3001G434700;SORBI_3001G434900;SORBI_3001G435400;SORBI_3001G478600;SORBI_3001G483400;SORBI_3001G495500;SORBI_3001G524500;SORBI_3001G528100;SORBI_3002G000600;SORBI_3002G003700;SORBI_3002G004000;SORBI_3002G004700;SORBI_3002G009300;SORBI_3002G009600;SORBI_3002G029800;SORBI_3002G032700;SORBI_3002G072300;SORBI_3002G072600;SORBI_3002G111200;SORBI_3002G111500;SORBI_3002G116000;SORBI_3002G158900;SORBI_3002G159100;SORBI_3002G179700;SORBI_3002G221900;SORBI_3002G256900;SORBI_3002G257200;SORBI_3002G264300;SORBI_3002G264400;SORBI_3002G274700;SORBI_3002G423600;SORBI_3003G076900;SORBI_3003G082800;SORBI_3003G082900;SORBI_3003G106300;SORBI_3003G106800;SORBI_3003G107400;SORBI_3003G107600;SORBI_3003G110400;SORBI_3003G119900;SORBI_3003G120900;SORBI_3003G122100;SORBI_3003G167300;SORBI_3003G324000;SORBI_3003G355200;SORBI_3003G373600;SORBI_3003G386000;SORBI_3003G393900;SORBI_3003G394500;SORBI_3003G412700;SORBI_3003G413100;SORBI_3003G420900;SORBI_3004G003900;SORBI_3004G004400;SORBI_3004G004500;SORBI_3004G008800;SORBI_3004G008900;SORBI_3004G010300;SORBI_3004G017700;SORBI_3004G044200;SORBI_3004G047400;SORBI_3004G049800;SORBI_3004G050200;SORBI_3004G056900;SORBI_3004G062000;SORBI_3004G091000;SORBI_3004G106900;SORBI_3004G113100;SORBI_3004G125800;SORBI_3004G140300;SORBI_3004G275600;SORBI_3004G310100;SORBI_3004G332000;SORBI_3005G056400;SORBI_3005G099500;SORBI_3005G101400;SORBI_3005G110541;SORBI_3005G110600;SORBI_3005G115600;SORBI_3005G190800;SORBI_3006G016900;SORBI_3006G063600;SORBI_3006G190900;SORBI_3006G214000;SORBI_3006G214200;SORBI_3006G214500;SORBI_3006G216300;SORBI_3006G217000;SORBI_3006G220800;SORBI_3006G243200;SORBI_3006G243600;SORBI_3006G278500;SORBI_3007G089900;SORBI_3007G130600;SORBI_3007G171000;SORBI_3007G171600;SORBI_3007G172300;SORBI_3007G172600;SORBI_3007G173100;SORBI_3007G207600;SORBI_3008G006200;SORBI_3008G016900;SORBI_3008G017800;SORBI_3008G022500;SORBI_3008G025700;SORBI_3008G079300;SORBI_3008G110700;SORBI_3008G123600;SORBI_3009G035100;SORBI_3009G043500;SORBI_3009G043600;SORBI_3009G043800;SORBI_3009G044000;SORBI_3009G069600;SORBI_3009G085200;SORBI_3009G104800;SORBI_3009G112500;SORBI_3009G112600;SORBI_3009G113700;SORBI_3009G152800;SORBI_3010G032600;SORBI_3010G032900;SORBI_3010G034200;SORBI_3010G052200;SORBI_3010G052400;SORBI_3010G054600;SORBI_3010G073500;SORBI_3010G080300;SORBI_3010G090100;SORBI_3010G095000;SORBI_3010G107400;SORBI_3010G108100;SORBI_3010G111900;SORBI_3010G124500;SORBI_3010G124600;SORBI_3010G124900;SORBI_3010G128300;SORBI_3010G128400;SORBI_3010G128700;SORBI_3010G130300;SORBI_3010G140700;SORBI_3010G141600;SORBI_3010G147500;SORBI_3010G149700;SORBI_3010G161600;SORBI_3010G162000;SORBI_3010G170300;SORBI_3010G171800;SORBI_3010G171900;SORBI_3010G172200;SORBI_3010G175800;SORBI_3010G180400;SORBI_3010G214100;SORBI_3010G214900;SORBI_3010G215600	0.999228044077038
path:sbi00052	Galactose metabolism - Sorghum bicolor (sorghum)	5	4	4.27796944307541	0.935023041474654	0.845612272117079	SORBI_3001G044800;SORBI_3001G116500;SORBI_3001G187800;SORBI_3002G423600	0.999228044077038
path:sbi00062	Fatty acid elongation - Sorghum bicolor (sorghum)	10	8	8.55593888615081	0.935023041474654	0.834946146235465	SORBI_3001G264500;SORBI_3001G495500;SORBI_3002G179700;SORBI_3010G107400;SORBI_3010G108100;SORBI_3010G124500;SORBI_3010G124600;SORBI_3010G124900	0.999228044077038
path:sbi00710	Carbon fixation by Calvin cycle - Sorghum bicolor (sorghum)	5	4	4.27796944307541	0.935023041474654	0.845612272117079	SORBI_3003G393900;SORBI_3004G106900;SORBI_3005G056400;SORBI_3009G069600	0.999228044077038
path:sbi01200	Carbon metabolism - Sorghum bicolor (sorghum)	20	16	17.1118777723016	0.935023041474654	0.849541683620619	SORBI_3001G155500;SORBI_3001G384100;SORBI_3003G324000;SORBI_3003G373600;SORBI_3003G393900;SORBI_3003G420900;SORBI_3004G106900;SORBI_3005G056400;SORBI_3005G101400;SORBI_3005G115600;SORBI_3006G016900;SORBI_3006G220800;SORBI_3009G069600;SORBI_3010G090100;SORBI_3010G141600;SORBI_3010G214100	0.999228044077038
path:sbi01210	2-Oxocarboxylic acid metabolism - Sorghum bicolor (sorghum)	5	4	4.27796944307541	0.935023041474654	0.845612272117079	SORBI_3001G155500;SORBI_3004G275600;SORBI_3010G080300;SORBI_3010G172200	0.999228044077038
path:sbi03082	ATP-dependent chromatin remodeling - Sorghum bicolor (sorghum)	5	4	4.27796944307541	0.935023041474654	0.845612272117079	SORBI_3001G009700;SORBI_3004G010050;SORBI_3006G038400;SORBI_3008G007000	0.999228044077038
path:sbi03410	Base excision repair - Sorghum bicolor (sorghum)	5	4	4.27796944307541	0.935023041474654	0.845612272117079	SORBI_3003G158900;SORBI_3004G049200;SORBI_3004G059300;SORBI_3010G033600	0.999228044077038
path:sbi04382	Cornified envelope formation - Sorghum bicolor (sorghum)	5	4	4.27796944307541	0.935023041474654	0.845612272117079	SORBI_3001G251700;SORBI_3001G434900;SORBI_3003G045000;SORBI_3003G412700	0.999228044077038
path:sbi04712	Circadian rhythm - plant - Sorghum bicolor (sorghum)	5	4	4.27796944307541	0.935023041474654	0.845612272117079	SORBI_3001G394400;SORBI_3002G010300;SORBI_3004G085600;SORBI_3010G138000	0.999228044077038
path:sbi03040	Spliceosome - Sorghum bicolor (sorghum)	15	12	12.8339083292262	0.935023041474654	0.840273022970963	SORBI_3001G041200;SORBI_3001G402300;SORBI_3001G440700;SORBI_3003G122000;SORBI_3003G122500;SORBI_3004G309900;SORBI_3006G231700;SORBI_3008G088200;SORBI_3008G100100;SORBI_3008G103900;SORBI_3008G136000;SORBI_3010G055500	0.999228044077038
path:sbi04142	Lysosome biogenesis - Sorghum bicolor (sorghum)	14	11	11.9783144406111	0.918326201448321	0.868730750691035	SORBI_3001G038500;SORBI_3001G041600;SORBI_3001G052700;SORBI_3001G114000;SORBI_3001G435400;SORBI_3001G467000;SORBI_3003G374400;SORBI_3004G075800;SORBI_3004G275700;SORBI_3004G334900;SORBI_3008G103300	0.999228044077038
path:sbi01240	Biosynthesis of cofactors - Sorghum bicolor (sorghum)	22	17	18.8230655495318	0.903147255969837	0.914730141608048	SORBI_3001G189500;SORBI_3001G201900;SORBI_3001G247600;SORBI_3001G478600;SORBI_3001G524500;SORBI_3002G004700;SORBI_3003G355200;SORBI_3003G373600;SORBI_3004G044200;SORBI_3004G125800;SORBI_3005G190800;SORBI_3007G172600;SORBI_3008G123600;SORBI_3009G035100;SORBI_3009G152800;SORBI_3010G073500;SORBI_3010G215600	0.999228044077038
path:sbi00130	Ubiquinone and other terpenoid-quinone biosynthesis - Sorghum bicolor (sorghum)	13	10	11.1227205519961	0.899060616802552	0.894834273903888	SORBI_3002G004700;SORBI_3002G009600;SORBI_3002G158900;SORBI_3004G044200;SORBI_3004G125800;SORBI_3005G190800;SORBI_3007G089900;SORBI_3009G035100;SORBI_3010G214900;SORBI_3010G215600	0.999228044077038
path:sbi00620	Pyruvate metabolism - Sorghum bicolor (sorghum)	13	10	11.1227205519961	0.899060616802552	0.894834273903888	SORBI_3001G155500;SORBI_3001G263900;SORBI_3001G383100;SORBI_3002G264400;SORBI_3004G004400;SORBI_3004G004500;SORBI_3004G106900;SORBI_3005G101400;SORBI_3009G069600;SORBI_3009G085200	0.999228044077038
path:sbi04016	MAPK signaling pathway - plant - Sorghum bicolor (sorghum)	13	10	11.1227205519961	0.899060616802552	0.894834273903888	SORBI_3001G168400;SORBI_3001G393500;SORBI_3002G023300;SORBI_3003G269000;SORBI_3004G113800;SORBI_3004G115000;SORBI_3006G217900;SORBI_3008G123600;SORBI_3010G148800;SORBI_3010G152700	0.999228044077038
path:sbi03010	Ribosome - Sorghum bicolor (sorghum)	34	26	29.0901922129128	0.893772024939008	0.95366045214562	SORBI_3001G018800;SORBI_3001G018900;SORBI_3001G031800;SORBI_3001G036900;SORBI_3001G100400;SORBI_3001G177800;SORBI_3001G226500;SORBI_3001G436400;SORBI_3002G115000;SORBI_3003G113400;SORBI_3003G141700;SORBI_3003G224300;SORBI_3003G393800;SORBI_3004G008400;SORBI_3004G045300;SORBI_3004G103700;SORBI_3007G138700;SORBI_3007G197800;SORBI_3008G098800;SORBI_3008G100000;SORBI_3009G042900;SORBI_3010G057100;SORBI_3010G125100	0.999228044077038
path:sbi00053	Ascorbate and aldarate metabolism - Sorghum bicolor (sorghum)	8	6	6.84475110892065	0.876584101382488	0.904364526355692	SORBI_3001G189500;SORBI_3001G247600;SORBI_3003G119900;SORBI_3007G171000;SORBI_3010G171800;SORBI_3010G171900	0.999228044077038
path:sbi00592	alpha-Linolenic acid metabolism - Sorghum bicolor (sorghum)	8	6	6.84475110892065	0.876584101382488	0.904364526355692	SORBI_3001G041900;SORBI_3001G120400;SORBI_3001G230100;SORBI_3001G263900;SORBI_3001G483400;SORBI_3006G214500	0.999228044077038
path:sbi00010	Glycolysis / Gluconeogenesis - Sorghum bicolor (sorghum)	18	13	15.4006899950715	0.844118023553507	0.965152780369289	SORBI_3001G038000;SORBI_3001G116500;SORBI_3001G155500;SORBI_3001G187800;SORBI_3001G263900;SORBI_3001G384100;SORBI_3003G393900;SORBI_3004G004400;SORBI_3004G004500;SORBI_3004G062000;SORBI_3005G056400;SORBI_3005G101400;SORBI_3010G090100	0.999228044077038
path:sbi03083	Polycomb repressive complex - Sorghum bicolor (sorghum)	7	5	5.98915722030557	0.834842001316656	0.933294746729661	SORBI_3001G395500;SORBI_3002G256700;SORBI_3004G147500;SORBI_3008G098900;SORBI_3010G052400	0.999228044077038
